Gelöscht,Punktnummer,AC,Kl,Y,X,Erstellt,X [LV95],Y [LV95]
22270,HGT1269,51,4,678211.937,252077.759,PVHG,2678212.887,1252077.637
22270,HGU6108,52,4,678240.570,252026.146,PVHG,2678241.519,1252026.023
22270,HGV1269,51,4,678195.178,252036.204,PVHG,2678196.127,1252036.082
22270,HGV6108,52,4,678240.530,251986.549,PVHG,2678241.478,1251986.426
22270,HGW6108,52,4,678234.700,251975.224,PVHG,2678235.648,1251975.100
22270,HGY1269,51,4,678203.388,252040.223,PVHG,2678204.337,1252040.101
22270,HGY6108,52,4,678243.112,251968.979,PVHG,2678244.060,1251968.855
22270,HGZ1269,51,4,678205.698,252037.534,PVHG,2678206.647,1252037.412
22270,HGH1298,51,4,678137.771,252042.586,PVHG,2678138.721,1252042.465
22270,HGZ6108,52,4,678253.834,251961.936,PVHG,2678254.782,1251961.812
22270,HGQ6108,52,4,678245.238,252031.430,PVHG,2678246.187,1252031.307
22270,HGE3304,53,4,678126.547,252162.073,PVHG,2678127.499,1252161.954
22270,HGG3304,51,4,678102.125,252220.829,PVHG,2678103.078,1252220.711
22270,HGD1603,53,4,678180.452,252214.338,PVHG,2678181.404,1252214.219
22270,HGC2243,51,4,678155.342,252229.077,PVHG,2678156.294,1252228.958
22270,HGC2114,51,4,678256.133,252185.179,PVHG,2678257.083,1252185.058
22270,HGU1269,52,4,678204.037,252074.920,PVHG,2678204.987,1252074.798
22270,HGG1298,51,4,678137.231,252039.126,PVHG,2678138.181,1252039.005
22299,20503,53,4,679608.727,249217.801,20225,2679609.648,1249217.659
22299,ALC0879,53,4,679625.336,249207.888,PVAL2,2679626.257,1249207.746
22299,ALB1038,53,4,679620.365,249149.069,PVAL2,2679621.285,1249148.927
22299,ALO6008,52,4,679619.977,249144.650,PVAL2,2679620.897,1249144.508
22299,ALH6008,52,4,679606.665,249151.922,PVAL2,2679607.586,1249151.780
22299,ALU0880,52,4,679538.728,249258.860,PVAL2,2679539.650,1249258.718
22315,AFE2010,52,4,680503.981,252630.719,PVAF,2680504.919,1252630.587
22315,AFD0195,52,4,680505.622,252630.050,PVAF,2680506.560,1252629.918
22315,AFD3087,52,4,680507.702,252629.200,PVAF,2680508.640,1252629.068
22315,AFC0195,53,4,680522.613,252622.210,PVAF,2680523.551,1252622.078
22315,AFA3087,51,4,680523.043,252623.110,PVAF,2680523.981,1252622.978
22315,AFB3087,51,4,680524.553,252631.420,PVAF,2680525.491,1252631.288
22315,AFC3087,51,4,680523.053,252635.200,PVAF,2680523.991,1252635.068
22315,AFO3087,52,4,680509.262,252640.390,PVAF,2680510.200,1252640.258
22315,AFB0195,51,4,680526.613,252630.620,PVAF,2680527.551,1252630.488
22315,AFH3126,52,4,680538.104,252626.150,PVAF,2680539.041,1252626.018
22315,AFC3213,51,4,680546.424,252640.939,PVAF,2680547.362,1252640.807
22315,AFK3126,51,4,680530.083,252651.269,PVAF,2680531.021,1252651.137
22315,AFZ3125,51,4,680526.143,252653.609,PVAF,2680527.081,1252653.477
22315,AFF2010,52,4,680506.632,252651.340,PVAF,2680507.570,1252651.208
22315,AFG2010,51,4,680509.922,252660.999,PVAF,2680510.860,1252660.867
22315,AFC2011,51,4,680513.579,252667.706,PVAF,2680514.517,1252667.574
22315,AFB3213,51,4,680513.173,252667.989,PVAF,2680514.111,1252667.857
22315,AFO3125,51,4,680507.673,252671.829,PVAF,2680508.611,1252671.697
22315,AFD2011,51,4,680524.835,252669.569,PVAF,2680525.773,1252669.437
22315,AFK2010,51,4,680527.999,252668.589,PVAF,2680528.937,1252668.457
22319,WDE1790,52,4,681268.573,246199.311,PVWD,2681269.462,1246199.161
22319,WDF1790,52,4,681262.624,246226.698,PVWD,2681263.514,1246226.548
22319,WDC1997,52,4,681242.465,246222.291,PVWD,2681243.355,1246222.141
22319,WDD1745,52,4,681310.699,246240.763,PVWD,2681311.589,1246240.612
22319,WDE1745,51,4,681261.876,246230.118,PVWD,2681262.766,1246229.968
22325,AUE0727,53,4,682285.912,247535.433,PVAU,2682286.806,1247535.271
22325,AUF0727,53,4,682286.999,247535.668,PVAU,2682287.893,1247535.506
22325,AUM0728,53,4,682285.869,247535.662,PVAU,2682286.763,1247535.500
22325,AUD0727,52,4,682275.769,247533.519,PVAU,2682276.663,1247533.357
22333,SEA0199,51,4,684399.565,252674.377,PVSE,2684400.496,1252674.213
22333,SEA1942,52,4,684374.755,252647.305,PVSE,2684375.686,1252647.141
22333,SEB0015,51,4,684384.345,252698.195,PVSE,2684385.276,1252698.031
22333,SEB0199,51,4,684395.255,252676.786,PVSE,2684396.186,1252676.622
22333,SEB1942,52,4,684377.045,252648.355,PVSE,2684377.976,1252648.191
22333,SEB1943,51,4,684360.895,252656.275,PVSE,2684361.826,1252656.111
22333,SEC0199,51,4,684391.695,252678.776,PVSE,2684392.626,1252678.612
22333,SEC1942,52,4,684380.175,252646.796,PVSE,2684381.106,1252646.632
22333,SEC1943,51,4,684372.225,252676.525,PVSE,2684373.156,1252676.361
22333,SED0199,51,4,684394.675,252665.617,PVSE,2684395.606,1252665.453
22333,SED1942,52,4,684380.495,252644.056,PVSE,2684381.426,1252643.892
22333,SED1943,51,4,684400.535,252635.047,PVSE,2684401.466,1252634.883
22333,SEE0015,51,4,684423.565,252676.078,PVSE,2684424.496,1252675.914
22333,SEE0199,51,4,684391.685,252667.286,PVSE,2684392.616,1252667.122
22333,SEF0015,53,4,684384.615,252698.675,PVSE,2684385.546,1252698.511
22333,SEF0016,52,4,684355.545,252714.303,PVSE,2684356.477,1252714.139
22333,SEF0199,51,4,684388.635,252668.996,PVSE,2684389.566,1252668.832
22333,SEF1943,51,4,684412.205,252655.848,PVSE,2684413.136,1252655.684
22333,SEG0199,51,4,684386.805,252670.026,PVSE,2684387.736,1252669.862
22333,SEH0199,51,4,684387.895,252667.676,PVSE,2684388.826,1252667.512
22333,SEI1943,52,4,684408.765,252649.707,PVSE,2684409.696,1252649.543
22333,SEK3207,51,4,684401.816,252688.447,PVSE,2684402.747,1252688.283
22333,SEL1942,53,4,684360.405,252655.405,PVSE,2684361.336,1252655.241
22341,20578,51,4,686860.463,245576.245,20928,2686861.351,1245576.048
22341,WII0862,51,4,686857.097,245557.272,PVWI,2686857.984,1245557.075
22342,ALC4768,52,4,679285.811,250176.101,PVAL3,2679286.744,1250175.961
22342,ALB5222,51,4,679334.280,250169.543,PVAL3,2679335.212,1250169.403
22342,ALG5221,51,4,679344.824,250236.441,PVAL3,2679345.757,1250236.301
22342,ALC5222,51,4,679330.587,250165.308,PVAL3,2679331.519,1250165.168
22344,HGG2383,52,4,678691.694,250960.435,PVHG,2678692.630,1250960.306
22344,HGC2388,52,4,678694.255,250957.015,PVHG,2678695.191,1250956.886
22345,ARC0535,53,4,679025.075,247492.021,2VAR,2679025.965,1247491.891
22345,ARD0535,52,4,679031.074,247486.640,2VAR,2679031.964,1247486.510
22345,ARE0508,51,4,679050.020,247490.686,2VAR,2679050.910,1247490.556
22345,ARE0535,53,4,679035.574,247503.671,2VAR,2679036.464,1247503.541
22345,ARF0535,52,4,679041.563,247498.300,2VAR,2679042.453,1247498.170
22345,ARO6005,52,4,679044.057,247518.383,2VAR,2679044.948,1247518.253
22345,ARQ6005,52,4,679022.444,247494.388,2VAR,2679023.334,1247494.258
22345,ARR6005,52,4,679032.942,247506.043,2VAR,2679033.832,1247505.913
22345,ARS6005,51,4,679057.833,247519.769,2VAR,2679058.724,1247519.639
22346,AUN0389,51,4,682249.070,248069.143,PVAU,2682249.969,1248068.984
22356,UNA1743,53,4,683193.071,250797.168,PVUN,2683193.988,1250797.014
22356,UNB1687,51,4,683206.304,250824.247,PVUN,2683207.221,1250824.093
22356,UNB1742,51,4,683176.230,250773.404,PVUN,2683177.147,1250773.250
22356,UND1742,51,4,683150.275,250753.075,PVUN,2683151.192,1250752.921
22356,UNF1661,51,4,683166.344,250824.673,PVUN,2683167.261,1250824.519
22356,UNG1661,51,4,683180.235,250850.964,PVUN,2683181.152,1250850.810
22356,UNG1686,51,4,683192.365,250797.886,PVUN,2683193.282,1250797.732
22356,UNM1741,53,4,683176.936,250772.686,PVUN,2683177.853,1250772.532
22363,UNG0678,53,4,682981.747,248835.355,PVUN,2682982.651,1248835.196
22363,UNL0614,52,4,682962.255,248836.759,PVUN,2682963.159,1248836.600
22363,UNO0614,52,4,682971.141,248828.614,PVUN,2682972.045,1248828.455
22363,UNP0614,52,4,682973.573,248826.378,PVUN,2682974.477,1248826.219
22371,WDO4779,53,4,681386.011,246524.283,WD3810,2681386.901,1246524.131
22371,WDB1983,51,4,681454.454,246437.083,PVWD,2681455.344,1246436.930
22371,WDC0672,51,4,681423.487,246476.765,PVWD,2681424.377,1246476.613
22371,WDC0674,51,4,681425.284,246477.701,PVWD,2681426.174,1246477.549
22371,WDC3557,51,4,681380.123,246521.871,PVWD,2681381.013,1246521.719
22371,WDD0672,51,4,681429.731,246470.233,PVWD,2681430.621,1246470.081
22371,WDD3557,51,4,681397.406,246497.835,PVWD,2681398.296,1246497.683
22371,WDE0672,51,4,681407.817,246492.163,PVWD,2681408.707,1246492.011
22371,WDE0673,52,4,681389.658,246525.778,PVWD,2681390.548,1246525.626
22371,WDE0675,51,4,681485.477,246453.168,PVWD,2681486.367,1246453.015
22371,WDH0671,51,4,681435.953,246462.331,PVWD,2681436.843,1246462.179
22371,WDH0672,52,4,681396.597,246530.817,PVWD,2681397.487,1246530.665
22399,RIH2204,52,4,684191.182,245941.199,PVRI,2684192.080,1245941.029
22399,RII2204,52,4,684194.474,245943.176,PVRI,2684195.372,1245943.006
22399,RIK2204,52,4,684195.432,245943.310,PVRI,2684196.330,1245943.140
22399,RIL2204,52,4,684196.172,245942.661,PVRI,2684197.070,1245942.491
22399,RIP2204,52,4,684200.015,245943.855,PVRI,2684200.913,1245943.685
22399,RIO2204,52,4,684197.999,245943.587,PVRI,2684198.897,1245943.417
22399,RIN2204,52,4,684197.897,245943.715,PVRI,2684198.795,1245943.545
22399,RIQ2204,52,4,684201.683,245942.639,PVRI,2684202.581,1245942.469
22399,RIA2206,51,4,684183.519,245940.660,PVRI,2684184.417,1245940.490
22399,RID2207,52,4,684220.452,245917.463,PVRI,2684221.350,1245917.293
22399,24249,53,4,684191.008,245941.370,22399,2684191.906,1245941.200
22399,24250,53,4,684201.705,245942.651,22399,2684202.603,1245942.481
22399,24251,53,4,684200.665,245944.369,22399,2684201.563,1245944.199
22408,HOG0713,52,4,684439.776,246971.546,PVHO,2684440.679,1246971.375
22408,HOB0767,52,4,684437.655,246968.756,PVHO,2684438.558,1246968.585
22408,HOF0773,51,4,684479.241,246973.516,PVHO,2684480.144,1246973.344
22418,HIG1733,51,4,685325.051,246584.197,PVHI,2685325.948,1246584.009
22418,HIB1734,51,4,685326.697,246591.480,PVHI,2685327.594,1246591.292
22418,HIA1734,53,4,685326.914,246592.454,PVHI,2685327.812,1246592.266
22418,24283,51,4,685322.179,246582.827,22418,2685323.076,1246582.639
22418,24284,52,4,685324.504,246593.131,22418,2685325.402,1246592.943
22418,HID1806,52,4,685316.299,246580.022,PVHI,2685317.196,1246579.834
22418,HIC1806,52,4,685308.978,246576.538,PVHI,2685309.876,1246576.351
22418,HID1734,51,4,685305.362,246574.816,PVHI,2685306.260,1246574.629
22418,HIB1732,51,4,685311.383,246562.171,PVHI,2685312.280,1246561.984
22419,HGM4687,51,4,678670.444,251383.250,PVHG,2678671.382,1251383.123
22443,UNF1963,53,4,683013.550,250453.808,PVUN,2683014.466,1250453.654
22443,UNH1963,52,4,683014.382,250454.360,PVUN,2683015.298,1250454.206
22443,UNF0420,51,4,683038.813,250470.720,PVUN,2683039.729,1250470.566
22460,AUC1534,51,4,681173.612,249156.208,PVAU,2681174.524,1249156.062
22460,AUF1149,51,4,681103.469,248982.054,PVAU,2681104.380,1248981.907
22460,AUA2814,51,4,681309.355,249182.101,PVAU,2681310.267,1249181.954
22461,AUA6021,53,4,681253.987,249362.951,PVAU,2681254.901,1249362.805
22479,HGA1633,51,4,680963.928,250032.071,PVHG,2680964.851,1250031.927
22479,HGA1634,51,4,680943.659,250034.519,PVHG,2680944.582,1250034.375
22479,HGO0088,51,4,680968.638,250069.059,PVHG,2680969.561,1250068.915
22507,24769,53,4,685798.144,247450.760,22507,2685799.045,1247450.568
22507,HOP3265,52,4,685819.677,247439.546,PVHO,2685820.578,1247439.354
22507,HOE1928,51,4,685554.017,247528.436,PVHO,2685554.919,1247528.246
22507,HOD0172,51,4,685799.599,247527.240,PVHO,2685800.500,1247527.048
22507,HOB0172,51,4,685790.142,247512.153,PVHO,2685791.043,1247511.961
22507,HOS3611,51,4,685787.670,247506.666,PVHO,2685788.571,1247506.474
22507,HOU0169,51,4,685778.389,247472.788,PVHO,2685779.290,1247472.596
22507,HOD2902,53,4,685780.797,247480.024,PVHO,2685781.698,1247479.832
22507,HOD2263,51,4,685772.779,247462.877,PVHO,2685773.680,1247462.685
22507,HOE2263,51,4,685774.548,247463.682,PVHO,2685775.449,1247463.490
22507,HOA2229,52,4,685746.675,247469.376,PVHO,2685747.576,1247469.184
22507,HOO3265,52,4,685819.283,247437.429,PVHO,2685820.184,1247437.237
22507,HON3265,52,4,685812.572,247439.667,PVHO,2685813.473,1247439.475
22507,HOM3265,52,4,685806.269,247442.913,PVHO,2685807.170,1247442.721
22507,HOB0173,51,4,685800.105,247447.124,PVHO,2685801.006,1247446.932
22507,HOP3611,51,4,685791.955,247451.959,PVHO,2685792.856,1247451.767
22507,24923,53,4,685789.783,247453.150,22507,2685790.684,1247452.958
22507,24927,53,4,685790.750,247455.017,22507,2685791.651,1247454.825
22507,HOE1928,51,4,685554.017,247528.436,PVHO,2685554.919,1247528.246
22507,HOD0172,51,4,685799.599,247527.240,PVHO,2685800.500,1247527.048
22507,HOB0172,51,4,685790.142,247512.153,PVHO,2685791.043,1247511.961
22507,HOS3611,51,4,685787.670,247506.666,PVHO,2685788.571,1247506.474
22507,HOU0169,51,4,685778.389,247472.788,PVHO,2685779.290,1247472.596
22507,HOD2902,53,4,685780.797,247480.024,PVHO,2685781.698,1247479.832
22507,HOD2263,51,4,685772.779,247462.877,PVHO,2685773.680,1247462.685
22507,HOE2263,51,4,685774.548,247463.682,PVHO,2685775.449,1247463.490
22507,HOA2229,52,4,685746.675,247469.376,PVHO,2685747.576,1247469.184
22507,HOO3265,52,4,685819.283,247437.429,PVHO,2685820.184,1247437.237
22507,HON3265,52,4,685812.572,247439.667,PVHO,2685813.473,1247439.475
22507,HOM3265,52,4,685806.269,247442.913,PVHO,2685807.170,1247442.721
22507,HOB0173,51,4,685800.105,247447.124,PVHO,2685801.006,1247446.932
22507,HOP3611,51,4,685791.955,247451.959,PVHO,2685792.856,1247451.767
22552,OBD1824,53,4,683939.829,248291.221,PVOB,2683940.729,1248291.056
22552,OBF1824,51,4,683939.038,248290.610,PVOB,2683939.938,1248290.445
22552,OBB1810,52,4,683937.821,248289.682,PVOB,2683938.721,1248289.517
22552,OBB1812,52,4,683923.705,248278.760,PVOB,2683924.605,1248278.595
22552,OBE1812,52,4,683917.463,248273.931,PVOB,2683918.363,1248273.766
22552,OBE1824,51,4,683930.205,248302.056,PVOB,2683931.105,1248301.891
22552,OBB1814,51,4,683947.851,248279.203,PVOB,2683948.751,1248279.038
22552,OBC1810,52,4,683942.020,248288.392,PVOB,2683942.920,1248288.227
22569,OBA2302,52,4,683549.452,249591.240,PVOB,2683550.359,1249591.080
22569,OBC2301,51,4,683572.436,249593.227,PVOB,2683573.343,1249593.067
22569,OBC2302,52,4,683545.452,249637.787,PVOB,2683546.360,1249637.627
22569,OBD2300,52,4,683554.166,249591.667,PVOB,2683555.073,1249591.507
22569,OBD2301,52,4,683564.015,249592.527,PVOB,2683564.922,1249592.367
22569,OBD2302,52,4,683543.980,249654.867,PVOB,2683544.888,1249654.707
22569,OBF2301,51,4,683570.508,249615.671,PVOB,2683571.415,1249615.511
22569,OBG2300,52,4,683550.147,249638.174,PVOB,2683551.055,1249638.014
22569,OBG2302,51,4,683548.522,249613.759,PVOB,2683549.430,1249613.599
22569,OBH2301,51,4,683568.436,249639.774,PVOB,2683569.344,1249639.614
22569,OBH2302,51,4,683542.909,249679.044,PVOB,2683543.817,1249678.885
22569,OBK2300,52,4,683548.675,249655.284,PVOB,2683549.583,1249655.124
22569,OBK2301,52,4,683560.006,249639.034,PVOB,2683560.914,1249638.874
22569,OBL2301,52,4,683558.514,249656.134,PVOB,2683559.422,1249655.974
22569,OBM2301,52,4,683566.964,249656.884,PVOB,2683567.872,1249656.724
22569,OBB2302,53,4,683547.523,249613.674,PVOB,2683548.431,1249613.514
22571,WDA1480,51,4,681458.149,245873.928,PVWD,2681459.037,1245873.776
22571,WDB1480,51,4,681457.589,245866.919,PVWD,2681458.477,1245866.767
22571,WDA1480,51,4,681458.149,245873.928,PVWD,2681459.037,1245873.776
22571,WDB1480,51,4,681457.589,245866.919,PVWD,2681458.477,1245866.767
22587,ARS5149,51,4,679689.772,246890.885,2VAR,2679690.661,1246890.751
22587,ARQ1348,51,4,679667.929,246903.036,2VAR,2679668.818,1246902.902
22587,ARE0094,52,4,679707.576,246920.508,2VAR,2679708.465,1246920.374
22587,ARD0094,52,4,679684.833,246933.186,2VAR,2679685.722,1246933.052
22587,ARV5113,52,4,679672.272,246940.194,2VAR,2679673.161,1246940.060
22621,AFC5043,52,4,680213.144,253200.845,PVAF,2680214.085,1253200.719
22621,AFA5043,52,4,680228.391,253193.680,PVAF,2680229.332,1253193.554
22650,HOA0346,51,4,684492.021,247288.170,PVHO,2684492.924,1247287.998
22650,HOD0391,51,4,684498.515,247281.582,PVHO,2684499.418,1247281.410
22650,HOB0346,51,4,684493.494,247289.381,PVHO,2684494.397,1247289.209
22650,HOF0353,51,4,684495.816,247305.445,PVHO,2684496.719,1247305.273
22650,HOG0353,51,4,684507.294,247295.797,PVHO,2684508.197,1247295.625
22650,HOD0392,53,4,684492.680,247273.459,PVHO,2684493.583,1247273.287
22652,WDA2799,52,4,680788.594,246891.131,PVWD,2680789.489,1246890.985
22652,WDB2799,52,4,680785.292,246900.508,PVWD,2680786.187,1246900.362
22652,WDB2966,53,4,680784.131,246903.794,PVWD,2680785.026,1246903.648
22652,WDC2799,51,4,680784.464,246902.844,PVWD,2680785.359,1246902.698
22652,WDC2946,51,4,680793.402,246877.465,PVWD,2680794.297,1246877.319
22652,WDC2966,53,4,680763.162,246896.380,PVWD,2680764.057,1246896.234
22652,WDD2799,51,4,680806.753,246910.703,PVWD,2680807.648,1246910.556
22652,WDD2966,51,4,680759.758,246895.181,PVWD,2680760.653,1246895.035
22652,WDF2946,51,4,680772.291,246870.385,PVWD,2680773.186,1246870.239
22652,WDG2798,52,4,680767.602,246883.734,PVWD,2680768.497,1246883.588
22652,WDH2798,52,4,680764.317,246893.096,PVWD,2680765.212,1246892.950
22652,WDI2798,51,4,680763.496,246895.435,PVWD,2680764.391,1246895.289
22652,WDL2795,51,4,680741.150,246887.547,PVWD,2680742.045,1246887.401
22661,ALU2183,51,4,678609.939,248357.238,PVAL3,2678610.847,1248357.105
22661,ALV2183,51,4,678610.419,248356.368,PVAL3,2678611.327,1248356.235
22661,ALE0300,53,4,678608.639,248355.098,PVAL3,2678609.547,1248354.965
22661,ALB0571,51,4,678596.939,248351.568,PVAL3,2678597.847,1248351.435
22689,AFA0222,53,4,680669.333,252900.166,PVAF,2680670.271,1252900.033
22689,AFA1925,53,4,680695.304,253065.406,PVAF,2680696.243,1253065.274
22689,AFA3079,52,4,680693.292,253022.511,PVAF,2680694.230,1253022.379
22689,AFB0222,53,4,680668.523,252899.276,PVAF,2680669.461,1252899.143
22689,AFB1389,52,4,680688.199,252986.625,PVAF,2680689.137,1252986.492
22689,AFB3079,51,4,680692.212,253034.580,PVAF,2680693.151,1253034.448
22689,AFC3078,52,4,680669.522,252877.049,PVAF,2680670.460,1252876.916
22689,AFC3079,51,4,680693.043,253042.619,PVAF,2680693.982,1253042.487
22689,AFD0406,53,4,680693.152,253034.170,PVAF,2680694.091,1253034.038
22689,AFD1134,52,4,680688.798,252969.047,PVAF,2680689.736,1252968.914
22689,AFD1388,52,4,680683.109,252986.485,PVAF,2680684.047,1252986.352
22689,AFD3078,52,4,680668.942,252882.288,PVAF,2680669.880,1252882.155
22689,AFE3078,53,4,680665.822,252890.987,PVAF,2680666.760,1252890.854
22689,AFF3078,53,4,680663.072,252893.237,PVAF,2680664.010,1252893.104
22689,AFF3079,51,4,680694.034,253058.917,PVAF,2680694.973,1253058.785
22689,AFL3078,52,4,680668.361,252871.800,PVAF,2680669.299,1252871.667
22689,AFP3077,52,4,680683.625,252925.383,PVAF,2680684.563,1252925.250
22689,AFQ3077,53,4,680670.723,252901.706,PVAF,2680671.661,1252901.573
22689,AFQ3078,52,4,680691.350,252990.625,PVAF,2680692.288,1252990.492
22689,AFR3077,52,4,680675.583,252900.756,PVAF,2680676.521,1252900.623
22689,AFS3077,52,4,680678.874,252904.456,PVAF,2680679.812,1252904.323
22689,AFA1733,53,4,680660.033,252907.305,PVAF,2680660.971,1252907.172
22689,AFG1732,53,4,680660.353,252908.665,PVAF,2680661.291,1252908.532
22689,AFU3076,53,4,680646.348,252841.963,PVAF,2680647.286,1252841.830
22689,AFC1134,51,4,680587.786,253029.621,PVAF,2680588.725,1253029.490
22699,HIB0170,51,4,686132.112,245923.326,PVHI,2686133.003,1245923.132
22699,HIC3065,52,4,686137.345,245925.114,PVHI,2686138.236,1245924.920
22699,HIG3065,52,4,686137.393,245923.739,PVHI,2686138.284,1245923.545
22708,SEE2182,53,4,682827.284,253426.828,PVSE,2682828.225,1253426.675
22708,SED2182,53,4,682821.374,253423.509,PVSE,2682822.315,1253423.356
22708,SEC2182,53,4,682817.095,253418.700,PVSE,2682818.035,1253418.547
22708,SEB2182,53,4,682816.615,253412.290,PVSE,2682817.555,1253412.137
22708,SEA2182,53,4,682817.075,253410.400,PVSE,2682818.015,1253410.247
22708,SEF2181,53,4,682815.435,253409.150,PVSE,2682816.375,1253408.997
22716,22310,53,4,685950.621,246010.804,21533,2685951.513,1246010.610
22716,22328,53,4,685907.959,245995.422,21533,2685908.851,1245995.228
22722,24466,53,4,680838.736,249590.295,22722,2680839.655,1249590.151
22722,24467,53,4,680843.761,249589.754,22722,2680844.680,1249589.610
22722,24468,53,4,680866.197,249587.360,22722,2680867.115,1249587.216
22722,AUA3258,51,4,680739.348,249502.737,PVAU,2680740.266,1249502.593
22722,AUB1363,51,4,680763.050,249548.507,PVAU,2680763.969,1249548.363
22722,AUB2982,51,4,680716.439,249596.518,PVAU,2680717.358,1249596.374
22722,AUC2998,51,4,680774.928,249536.195,PVAU,2680775.846,1249536.051
22722,AUB3526,53,4,680917.536,249604.145,PVAU,2680918.454,1249604.001
22722,AUA2999,51,4,680888.775,249389.579,PVAU,2680889.691,1249389.435
22722,AUC0034,53,4,680952.464,249483.331,PVAU,2680953.381,1249483.187
22722,AUF3615,52,4,680740.423,249598.250,PVAU,2680741.342,1249598.106
22735,AFO3134,51,4,680336.410,253359.154,PVAF,2680337.352,1253359.027
22735,AF0527,31,2,680367.256,253216.880,AF1704,2680368.196,1253216.752
22782,AUD0565,51,4,682544.491,247980.808,PVAU,2682545.389,1247980.647
22782,AUD2806,51,4,682557.899,247995.130,PVAU,2682558.797,1247994.969
22782,AUE2806,51,4,682573.917,247979.195,PVAU,2682574.814,1247979.033
22782,AUG0558,51,4,682584.409,247990.366,PVAU,2682585.307,1247990.204
22782,AUB2770,52,4,682598.518,248005.338,PVAU,2682599.416,1248005.176
22782,AUA2770,52,4,682609.483,248016.995,PVAU,2682610.381,1248016.833
22789,OBD1810,52,4,683950.347,248294.801,PVOB,2683951.247,1248294.636
22789,OBA1824,54,4,683938.966,248311.152,PVOB,2683939.866,1248310.987
22789,OBA1816,51,4,683974.522,248265.159,PVOB,2683975.423,1248264.994
22789,OBD1823,51,4,683980.968,248270.401,PVOB,2683981.869,1248270.236
22790,24575,53,4,678922.856,249140.107,22790,2678923.779,1249139.967
22790,ALA2876,51,4,678938.099,249050.455,PVAL1,2678939.021,1249050.316
22790,ALA4615,51,4,678894.008,249083.268,PVAL1,2678894.930,1249083.129
22790,ALB2890,53,4,678943.649,249057.785,PVAL1,2678944.571,1249057.646
22790,ALB4615,51,4,678886.618,249073.688,PVAL1,2678887.540,1249073.549
22790,ALE4936,52,4,678854.778,249057.370,PVAL1,2678855.700,1249057.231
22790,ALF4936,52,4,678850.967,249058.820,PVAL1,2678851.889,1249058.681
22790,ALG4936,52,4,678872.127,249080.509,PVAL1,2678873.049,1249080.370
22790,ALH0519,51,4,678878.388,249075.069,PVAL1,2678879.310,1249074.930
22790,ALH3131,52,4,678835.547,249065.801,PVAL1,2678836.469,1249065.662
22790,ALH4936,52,4,678825.537,249073.491,PVAL1,2678826.459,1249073.352
22790,ALI0519,51,4,678880.758,249078.208,PVAL1,2678881.680,1249078.069
22790,ALL3129,52,4,678847.227,249060.440,PVAL1,2678848.149,1249060.301
22790,ALU0527,51,4,678942.229,249055.285,PVAL1,2678943.151,1249055.146
22790,24591,53,4,678909.415,249117.709,22790,2678910.338,1249117.570
22793,AUC2595,51,4,681114.730,249486.542,PVAU,2681115.646,1249486.397
22793,AUD2595,51,4,681068.125,249387.272,PVAU,2681069.040,1249387.127
22793,AUE2594,51,4,681091.428,249436.907,PVAU,2681092.343,1249436.762
22802,ARD0181,52,4,679225.899,247907.291,2VAR,2679226.797,1247907.157
22802,ARF5036,51,4,679213.039,247883.442,2VAR,2679213.937,1247883.308
22802,ARG5036,51,4,679215.539,247886.682,2VAR,2679216.437,1247886.548
22802,ARH5036,51,4,679217.339,247890.382,2VAR,2679218.237,1247890.248
22802,ARH5269,51,4,679250.108,247917.930,2VAR,2679251.007,1247917.796
22802,ARI5036,51,4,679219.289,247889.922,2VAR,2679220.187,1247889.788
22802,ARI5268,51,4,679255.228,247918.150,2VAR,2679256.127,1247918.016
22802,ARI5269,52,4,679226.839,247905.521,2VAR,2679227.737,1247905.387
22802,ARK5036,51,4,679217.139,247885.442,2VAR,2679218.037,1247885.308
22802,ARK5268,51,4,679255.358,247924.930,2VAR,2679256.257,1247924.796
22802,ARK5269,51,4,679223.839,247903.921,2VAR,2679224.737,1247903.787
22802,ARL5036,51,4,679214.689,247882.292,2VAR,2679215.587,1247882.158
22802,ARL5268,52,4,679257.838,247927.090,2VAR,2679258.737,1247926.955
22802,ARL5269,51,4,679222.919,247905.671,2VAR,2679223.817,1247905.537
22802,ARM5268,51,4,679259.038,247930.150,2VAR,2679259.937,1247930.015
22802,ARM5269,51,4,679220.309,247900.051,2VAR,2679221.207,1247899.917
22802,ARN5269,51,4,679218.499,247900.911,2VAR,2679219.397,1247900.777
22802,ARO5269,52,4,679219.439,247894.861,2VAR,2679220.337,1247894.727
22802,ARP5269,51,4,679217.469,247894.511,2VAR,2679218.367,1247894.377
22802,ARQ5269,51,4,679223.179,247912.411,2VAR,2679224.078,1247912.277
22802,ARR5269,51,4,679225.490,247922.680,2VAR,2679226.389,1247922.546
22802,ARS5269,51,4,679235.979,247922.020,2VAR,2679236.878,1247921.886
22802,ART5269,51,4,679241.249,247919.450,2VAR,2679242.148,1247919.316
22802,ARU5269,51,4,679247.008,247920.520,2VAR,2679247.907,1247920.386
22808,RIA3342,51,4,685720.601,245292.792,PVRI,2685721.489,1245292.598
22808,RIB3342,52,4,685727.074,245292.643,PVRI,2685727.962,1245292.449
22808,RID3342,51,4,685711.803,245298.938,PVRI,2685712.691,1245298.744
22808,RIE3342,51,4,685713.697,245298.685,PVRI,2685714.585,1245298.491
22808,RIF3342,51,4,685714.255,245295.292,PVRI,2685715.143,1245295.098
