parcel,min_x,max_x,min_y,max_y,created_by,created
AU4647,2682183,2682209,1247081,1247102,AU897,1937-11-06
AU4648,2682204,2682230,1247076,1247100,AU897,1937-11-06
AU4649,2682189,2682237,1247094,1247129,AU897,1937-11-06
AU4650,2682255,2682275,1248037,1248053,AU898,1937-11-05
AU4651,2682260,2682286,1248043,1248069,AU898,1937-11-05
AU4653,2682267,2682313,1248028,1248082,AU898,1937-11-05
AU4662,2681427,2681446,1248153,1248176,AU903,1938-01-12
AU4668,2682125,2682151,1248129,1248154,AU912,1938-05-09
AU4669,2682133,2682156,1248141,1248162,AU912,1938-05-09
AU4672,2682116,2682147,1247282,1247308,AU914,1938-07-14
AU4673,2682126,2682154,1247293,1247324,AU3404,1999-05-19
AU4674,2682144,2682164,1247288,1247321,AU914,1938-07-14
AU4676,2682157,2682179,1247283,1247316,AU914,1938-07-14
AU4678,2682181,2682217,1248808,1248832,AU915,1938-08-01
AU4679,2682175,2682219,1248817,1248843,AU915,1938-08-01
AU4680,2682177,2682224,1248835,1248856,AU915,1938-08-01
AU4683,2682204,2682238,1248869,1248900,AU915,1938-08-01
AU4691,2682127,2682161,1247142,1247174,AU919,1938-10-04
AU4692,2682112,2682142,1247131,1247162,AU919,1938-10-04
AU4695,2682168,2682194,1247271,1247311,AU921,1938-10-21
AU4696,2682187,2682209,1247285,1247306,AU921,1938-10-21
AU4697,2682185,2682221,1247273,1247300,AU921,1938-10-21
AU4698,2682179,2682211,1247261,1247281,AU921,1938-10-21
AU4699,2682159,2682201,1247245,1247281,AU921,1938-10-21
AU4712,2681897,2681918,1247399,1247419,AU928,1939-02-07
AU4713,2682347,2682388,1247675,1247716,AU929,1939-02-15
AU4718,2682071,2682094,1247220,1247243,AU935,1939-03-10
AU4719,2682062,2682086,1247207,1247230,AU935,1939-03-10
AU4720,2682054,2682077,1247195,1247218,AU935,1939-03-10
AU4721,2682048,2682075,1247179,1247206,AU935,1939-03-10
AU4722,2682064,2682086,1247165,1247188,AU935,1939-03-10
AU4723,2682075,2682098,1247149,1247174,AU935,1939-03-10
AU4724,2682088,2682112,1247156,1247182,AU935,1939-03-10
AU4725,2682100,2682125,1247168,1247192,AU935,1939-03-10
AU4726,2682113,2682137,1247178,1247202,AU935,1939-03-10
AU4727,2682068,2682141,1247171,1247246,AU935,1939-03-10
AU4730,2680760,2680787,1248624,1248658,AU937,1939-04-11
AU4731,2680773,2680799,1248622,1248651,AU937,1939-04-11
AU4732,2680785,2680810,1248615,1248644,AU937,1939-04-11
AU4733,2680796,2680822,1248607,1248637,AU937,1939-04-11
AU4734,2680808,2680834,1248600,1248630,AU937,1939-04-11
AU4735,2680819,2680845,1248593,1248623,AU937,1939-04-11
AU4736,2680831,2680857,1248586,1248616,AU937,1939-04-11
AU4737,2680843,2680869,1248579,1248609,AU937,1939-04-11
AU4738,2680854,2680880,1248572,1248602,AU937,1939-04-11
AU4750,2682142,2682243,1247571,1247676,AU3405,1999-05-19
AU4753,2680563,2680622,1249715,1249763,AU947,1939-06-22
AU4755,2680733,2680756,1248251,1248273,AU954,1939-07-15
AU4756,2680748,2680772,1248241,1248263,AU954,1939-07-15
AU4757,2680740,2680781,1248216,1248278,AU954,1939-07-15
AU4764,2682277,2682301,1247435,1247462,AU957,1939-10-16
AU4775,2682376,2682400,1247453,1247484,AU970,1940-08-15
AU4776,2682394,2682424,1247455,1247480,AU970,1940-08-15
AU4777,2682392,2682419,1247474,1247490,AU970,1940-08-15
AU4786,2682162,2682174,1249244,1249258,AU993,1940-12-24
AU4790,2682009,2682031,1247232,1247254,AU994,1941-01-17
AU4791,2682020,2682040,1247218,1247241,AU994,1941-01-17
AU4800,2682388,2682521,1248880,1249010,AU997,1941-02-13
AU4811,2682342,2682361,1247442,1247456,AU1001,1941-06-21
AU4817,2682178,2682181,1248102,1248104,AU1004,1941-07-01
AU4818,2682173,2682198,1248094,1248123,AU1004,1941-07-01
AU4822,2681903,2681933,1249465,1249501,AU1007,1941-08-23
AU4824,2681888,2681911,1249489,1249510,AU1007,1941-08-23
AU4827,2682203,2682231,1247610,1247641,AU1011,1941-09-20
AU4828,2682212,2682244,1247596,1247628,AU1011,1941-09-20
AU4835,2681158,2681187,1248517,1248544,AU1014,1941-10-03
AU4836,2681135,2681165,1248509,1248538,AU1014,1941-10-03
AU4837,2682149,2682179,1247119,1247152,AU1016,1941-10-10
AU4838,2682169,2682195,1247129,1247153,AU1016,1941-10-10
AU4843,2682408,2682432,1248153,1248177,AU1020,1942-01-05
AU4844,2682422,2682447,1248142,1248166,AU1020,1942-01-05
AU4845,2682438,2682462,1248131,1248155,AU1020,1942-01-05
AU4846,2682453,2682473,1248126,1248144,AU1020,1942-01-05
AU4852,2682143,2682169,1247206,1247231,AU1021,1941-12-18
AU4853,2682128,2682157,1247192,1247218,AU1021,1941-12-18
AU4857,2682101,2682118,1248046,1248070,AU1043,1942-03-10
AU4864,2682202,2682239,1249108,1249142,AU1047,1942-06-10
AU4865,2682219,2682254,1249094,1249130,AU1047,1942-06-10
AU4866,2682234,2682270,1249080,1249117,AU1047,1942-06-10
AU4867,2682240,2682286,1248657,1248717,AU1048,1942-06-13
AU4868,2682265,2682288,1248642,1248666,AU1048,1942-06-13
AU4882,2682350,2682371,1247970,1248001,AU1057,1942-11-18
AU4883,2682359,2682374,1247966,1247982,AU1057,1942-11-18
AU4884,2682362,2682383,1247976,1247998,AU1057,1942-11-18
AU4885,2682283,2682311,1248576,1248602,AU1058,1942-12-01
AU4886,2682270,2682290,1248590,1248610,AU1058,1942-12-01
AU4889,2682207,2682234,1248241,1248270,AU1063,1942-12-24
AU4890,2682224,2682246,1248230,1248255,AU1063,1942-12-24
AU4891,2682230,2682252,1248248,1248272,AU1063,1942-12-24
AU4895,2682281,2682309,1247190,1247221,AU1065,1943-01-26
AU4898,2682344,2682382,1247446,1247519,AU1069,1943-02-12
AU4908,2682264,2682284,1247434,1247455,AU1088,1943-09-01
AU4914,2682164,2682178,1248151,1248166,AU1124,1944-01-21
AU4915,2682161,2682169,1248158,1248168,AU1124,1944-01-21
AU4929,2682267,2682287,1247452,1247473,AU1134,1944-08-08
AU4930,2682255,2682276,1247454,1247480,AU1134,1944-08-08
AU4934,2681389,2681460,1248320,1248410,AU1139,1944-10-16
AU4935,2681993,2682017,1248215,1248240,AU1143,1945-02-05
AU4936,2682002,2682027,1248227,1248255,AU1143,1945-02-05
AU4937,2681982,2682081,1248170,1248304,AU1143,1945-02-05
AU4951,2681878,2681910,1248244,1248272,AU1152,1945-05-30
AU4956,2680764,2680794,1248666,1248696,AU1153,1945-06-15
AU4959,2680856,2680908,1248099,1248142,AU1154,1945-06-25
AU4960,2682412,2682444,1248658,1248692,AU1165,1945-09-26
AU4962,2682042,2682058,1247829,1247846,AU1167,1945-11-01
AU4966,2680965,2680998,1248057,1248084,AU1169,1945-11-02
AU4969,2680913,2680944,1248653,1248694,AU1185,1946-02-20
AU4970,2680927,2680958,1248647,1248687,AU1185,1946-02-20
AU4986,2682107,2682124,1247987,1248006,AU1202,1946-11-20
AU4987,2682114,2682160,1247996,1248047,AU1202,1946-11-20
AU4992,2682321,2682356,1247991,1248033,AU1204,1946-12-27
AU4999,2682288,2682347,1247136,1247204,AU1226,1947-07-22
AU5000,2682315,2682354,1247111,1247145,AU1226,1947-07-22
AU5002,2682232,2682270,1248811,1248854,AU1231,1947-07-24
AU5003,2682247,2682285,1248843,1248886,AU1231,1947-07-24
AU5012,2682219,2682242,1247442,1247459,AU1241,1947-11-18
AU5019,2680874,2680898,1248084,1248109,AU1244,1947-12-18
AU5020,2680860,2680884,1248093,1248118,AU1244,1947-12-18
AU5021,2680845,2680870,1248103,1248127,AU1244,1947-12-18
AU5022,2680835,2680853,1248112,1248129,AU1244,1947-12-18
AU5025,2680758,2680794,1248157,1248198,AU1244,1947-12-18
AU5028,2680729,2680755,1248185,1248219,AU1244,1947-12-18
AU5029,2680714,2680737,1248187,1248209,AU1244,1947-12-18
AU5030,2680698,2680725,1248197,1248224,AU1244,1947-12-18
AU5040,2682894,2682943,1248278,1248327,AU1253,1948-02-20
AU5043,2682213,2682246,1248821,1248859,AU1255,1948-03-22
AU5044,2682227,2682263,1248850,1248895,AU1255,1948-03-22
AU5045,2682681,2682711,1248327,1248351,AU1256,1948-03-30
AU5046,2682701,2682719,1248322,1248336,AU1256,1948-03-30
AU5047,2682707,2682725,1248331,1248348,AU1256,1948-03-30
AU5048,2682282,2682321,1248215,1248249,AU1257,1948-04-13
AU5049,2681340,2681416,1248365,1248428,AU1316,1949-05-11
AU5062,2681291,2681392,1249504,1249628,AU1258,1948-05-20
AU5069,2681788,2681805,1247603,1247620,AU1261,1948-05-15
AU5071,2681975,2682008,1248188,1248227,AU1263,1948-06-08
AU5087,2682018,2682036,1247847,1247865,AU1292,1948-12-18
AU5088,2682031,2682048,1247838,1247856,AU1292,1948-12-18
AU5097,2682307,2682336,1247655,1247684,AU1305,1949-03-08
AU5098,2682321,2682346,1247639,1247662,AU1305,1949-03-08
AU5099,2682290,2682317,1247521,1247542,AU1306,1949-03-30
AU5100,2681870,2681976,1248257,1248304,AU1311,1949-04-22
AU5101,2681956,2681976,1248245,1248289,AU1311,1949-04-22
AU5105,2682427,2682458,1248538,1248559,AU1320,1949-06-13
AU5106,2681124,2681154,1247967,1247998,AU1321,1949-06-16
AU5108,2682413,2682433,1247787,1247806,AU1323,1949-09-09
AU5109,2682424,2682442,1247778,1247796,AU1323,1949-09-09
AU5111,2682370,2682390,1247755,1247778,AU1323,1949-09-09
AU5112,2682386,2682411,1247735,1247761,AU1323,1949-09-09
AU5115,2681848,2681874,1247487,1247509,AU1328,1949-12-15
AU5130,2682316,2682339,1247721,1247747,AU1339,1952-06-03
AU5134,2681699,2681905,1247384,1247584,AU1341,1950-08-21
AU5136,2681760,2681784,1247581,1247607,AU1341,1950-08-21
AU5137,2681774,2681797,1247595,1247616,AU1341,1950-08-21
AU5139,2682336,2682365,1247369,1247402,AU1342,1950-08-22
AU5142,2681961,2681986,1247475,1247502,AU1344,1950-09-14
AU5143,2682162,2682188,1247231,1247256,AU1346,1950-11-08
AU5144,2682102,2682177,1247221,1247285,AU1346,1950-11-08
AU5146,2680822,2680842,1248119,1248137,AU1347,1950-11-13
AU5147,2680828,2680866,1248121,1248158,AU1347,1950-11-13
AU5150,2680473,2680561,1248806,1248881,AU1354,1950-12-15
AU5151,2680460,2680529,1248791,1248841,AU1354,1950-12-15
AU5152,2680392,2680516,1248705,1248826,AU1354,1950-12-15
AU5158,2682318,2682345,1247439,1247471,AU1372,1951-02-16
AU5161,2682404,2682422,1247797,1247815,AU1373,1951-05-10
AU5162,2682377,2682433,1247748,1247806,AU1373,1951-05-10
AU5163,2682066,2682084,1247843,1247859,AU1374,1951-05-25
AU5167,2682871,2682916,1248403,1248448,AU1376,1951-06-01
AU5169,2680567,2680618,1248507,1248566,AU1378,1951-07-09
AU5171,2682730,2682761,1247860,1247890,AU1379,1951-08-16
AU5172,2682543,2682625,1247527,1247669,AU1379,1951-08-16
AU5173,2682602,2682786,1247644,1247877,AU1379,1951-08-16
AU5184,2682715,2682740,1248315,1248339,AU1384,1951-08-17
AU5185,2680547,2680657,1248282,1248395,AU1390,1951-09-24
AU5190,2681634,2681676,1247828,1247874,AU1393,1951-11-30
AU5191,2681646,2681672,1247857,1247884,AU1393,1951-11-30
AU5197,2682271,2682415,1247553,1247704,AU1399,1952-04-08
AU5198,2682318,2682395,1247547,1247621,AU1399,1952-04-08
AU5199,2682170,2682369,1247530,1247762,AU3405,1999-05-19
AU5205,2682088,2682143,1247786,1247828,AU1401,1952-05-19
AU5206,2682054,2682169,1247708,1247808,AU1401,1952-05-19
AU5210,2682044,2682072,1247463,1247490,AU1406,1952-06-05
AU5214,2682483,2682731,1248309,1248413,AU1415,1952-08-12
AU5215,2682729,2682968,1248206,1248324,AU1415,1952-08-12
AU5227,2682204,2682367,1247954,1248080,AU1420,1952-11-19
AU5237,2681162,2681177,1247968,1247979,AU1428,1953-03-17
AU5238,2681164,2681224,1247956,1248018,AU1428,1953-03-17
AU5239,2682083,2682116,1247296,1247325,AU1429,1953-02-21
AU5243,2682607,2682653,1247948,1247995,AU1432,1953-03-11
AU5247,2682710,2682742,1248404,1248434,AU1439,1953-08-10
AU5253,2682227,2682259,1247921,1247945,AU1442,1953-11-04
AU5255,2681380,2681402,1247775,1247800,AU1443,1953-11-27
AU5256,2681369,2681389,1247781,1247804,AU1443,1953-11-27
AU5257,2681350,2681380,1247786,1247813,AU1443,1953-11-27
AU5260,2681313,2681334,1247812,1247830,AU1443,1953-11-27
AU5261,2681305,2681331,1247817,1247839,AU1443,1953-11-27
AU5262,2681290,2681381,1247821,1247952,AU1443,1953-11-27
AU5263,2681276,2681299,1247831,1247855,AU1443,1953-11-27
AU5264,2681261,2681286,1247840,1247863,AU1443,1953-11-27
AU5265,2681253,2681271,1247849,1247869,AU1443,1953-11-27
AU5266,2681239,2681263,1247855,1247878,AU1443,1953-11-27
AU5267,2681224,2681248,1247865,1247889,AU1443,1953-11-27
AU5268,2681212,2681289,1247873,1247963,AU1443,1953-11-27
AU5269,2681203,2681227,1247884,1247909,AU1443,1953-11-27
AU5270,2681192,2681210,1247890,1247913,AU1443,1953-11-27
AU5274,2681142,2681157,1247927,1247941,AU1443,1953-11-27
AU5275,2681134,2681152,1247933,1247954,AU1443,1953-11-27
AU5277,2681108,2681142,1247951,1248007,AU1443,1953-11-27
AU5278,2681093,2681123,1247955,1247991,AU1443,1953-11-27
AU5279,2681091,2681163,1247963,1248043,AU1443,1953-11-27
AU5280,2681072,2681101,1247965,1247991,AU1443,1953-11-27
AU5281,2681051,2681144,1247973,1248065,AU1443,1953-11-27
AU5282,2681041,2681067,1247987,1248010,AU1443,1953-11-27
AU5283,2681023,2681053,1247993,1248025,AU1443,1953-11-27
AU5284,2681002,2681036,1248003,1248035,AU1443,1953-11-27
AU5285,2680988,2681058,1248015,1248105,AU1443,1953-11-27
AU5286,2680983,2681006,1248018,1248039,AU1443,1953-11-27
AU5287,2680970,2680990,1248026,1248044,AU1443,1953-11-27
AU5288,2680967,2680992,1248040,1248059,AU1443,1953-11-27
AU5289,2680964,2680988,1248053,1248072,AU1443,1953-11-27
AU5305,2682269,2682315,1247940,1247984,AU1447,1953-12-16
AU5306,2682173,2682330,1247906,1248030,AU1447,1953-12-16
AU5309,2681644,2681685,1247891,1247923,AU1449,1954-01-08
AU5310,2681648,2681682,1247869,1247903,AU1449,1954-01-08
AU5318,2681321,2681360,1247795,1247829,AU1451,1954-02-02
AU5321,2681121,2681290,1247815,1247939,AU1455,1954-03-13
AU5322,2680961,2681135,1247921,1248032,AU1455,1954-03-13
AU5323,2680881,2680974,1248007,1248085,AU1455,1954-03-13
AU5324,2680720,2680906,1248054,1248185,AU1455,1954-03-13
AU5325,2680602,2680734,1248167,1248269,AU1455,1954-03-13
AU5326,2680379,2680603,1248244,1248412,AU1455,1954-03-13
AU5327,2682434,2682472,1248674,1248704,AU1456,1954-03-02
AU5330,2682284,2682312,1247556,1247583,AU1459,1954-05-17
AU5333,2682170,2682194,1248232,1248256,AU1472,1954-07-15
AU5334,2681172,2681194,1248041,1248067,AU1473,1954-07-19
AU5335,2681185,2681281,1248056,1248139,AU1473,1954-07-19
AU5338,2682288,2682502,1248802,1249032,AU1477,1954-08-16
AU5339,2682488,2682587,1248730,1248830,AU1477,1954-08-16
AU5340,2682433,2682499,1248728,1248801,AU1477,1954-08-16
AU5344,2682560,2682590,1247958,1247989,AU1482,1954-09-15
AU5345,2682584,2682636,1247965,1248018,AU1482,1954-09-15
AU5346,2682136,2682163,1247916,1247940,AU1483,1954-09-18
AU5348,2682110,2682163,1247847,1247897,AU1483,1954-09-18
AU5355,2682241,2682264,1247447,1247472,AU1486,1954-12-10
AU5356,2682251,2682269,1247432,1247454,AU1486,1954-12-10
AU5357,2682235,2682255,1247431,1247463,AU1486,1954-12-10
AU5358,2682398,2682457,1248117,1248163,AU1487,1954-12-20
AU5363,2682037,2682136,1247197,1247322,AU1488,1955-02-04
AU5365,2682058,2682093,1247253,1247295,AU1488,1955-02-04
AU5366,2682049,2682069,1247239,1247261,AU1488,1955-02-04
AU5367,2682040,2682060,1247226,1247247,AU1488,1955-02-04
AU5368,2682031,2682050,1247212,1247233,AU1488,1955-02-04
AU5370,2682056,2682091,1248746,1248780,AU1489,1955-02-17
AU5373,2682731,2682779,1248423,1248468,AU1491,1955-02-28
AU5381,2681785,2682071,1248911,1249086,AU1495,1955-03-17
AU5383,2681441,2681531,1248382,1248476,AU1496,1955-03-24
AU5387,2681202,2681214,1249430,1249442,AU1499,1955-05-26
AU5389,2682278,2682517,1247016,1247291,AU1500,1955-06-27
AU5390,2682476,2682659,1247276,1247645,AU1500,1955-06-27
AU5391,2682625,2682834,1247599,1247856,AU1500,1955-06-27
AU5392,2682791,2683053,1247832,1248220,AU1500,1955-06-27
AU5393,2682993,2683096,1248179,1248420,AU1500,1955-06-27
AU5394,2683004,2683092,1248411,1248563,AU1500,1955-06-27
AU5406,2682019,2682043,1247512,1247535,AU1502,1955-06-24
AU5408,2682163,2682212,1248139,1248181,AU1503,1955-07-27
AU5410,2682212,2682219,1249285,1249288,AU1519,1955-09-08
AU5412,2682129,2682194,1249177,1249277,AU1519,1955-09-08
AU5414,2682190,2682374,1249101,1249290,AU1519,1955-09-08
AU5417,2682894,2683039,1248360,1248676,AU1519,1955-09-08
AU5424,2681832,2682042,1247598,1247632,AU1526,1955-11-14
AU5425,2681609,2681839,1247695,1248153,AU1526,1955-11-14
AU5433,2681871,2681895,1247629,1247652,AU1526,1955-11-14
AU5434,2681894,2681919,1247629,1247649,AU1526,1955-11-14
AU5437,2681972,2682054,1247624,1247753,AU1526,1955-11-14
AU5438,2681623,2681745,1247571,1247676,AU1526,1955-11-14
AU5443,2682040,2682153,1247745,1247959,AU1529,1956-01-06
AU5444,2682128,2682163,1247886,1247922,AU1529,1956-01-06
AU5446,2681934,2681963,1247785,1247810,AU1531,1956-01-19
AU5451,2681268,2681389,1249071,1249174,AU1532,1956-02-29
AU5452,2682262,2682314,1248524,1248599,AU1533,1956-02-24
AU5453,2682296,2682322,1248553,1248579,AU1533,1956-02-24
AU5460,2682588,2682629,1248629,1248686,AU1537,1956-02-25
AU5462,2681739,2681931,1247404,1247599,AU1538,1956-04-06
AU5466,2682547,2682589,1248009,1248050,AU1546,1956-05-07
AU5471,2682134,2682160,1247428,1247447,AU1548,1956-07-16
AU5476,2682104,2682270,1247448,1247507,AU1553,1956-06-16
AU5477,2682109,2682171,1247396,1247455,AU1553,1956-06-16
AU5480,2681581,2681617,1247703,1247955,AU1554,1956-06-18
AU5481,2681586,2681637,1247718,1247820,AU1555,1956-07-07
AU5482,2681608,2681621,1247706,1247723,AU1555,1956-07-07
AU5484,2680745,2680829,1248695,1248759,AU1560,1956-07-31
AU5485,2680777,2680802,1248680,1248704,AU1560,1956-07-31
AU5486,2680787,2680811,1248693,1248718,AU1560,1956-07-31
AU5487,2680797,2680821,1248709,1248734,AU1560,1956-07-31
AU5490,2682706,2682743,1248515,1248552,AU1563,1956-08-20
AU5497,2681936,2681956,1247821,1247847,AU1566,1956-10-08
AU5498,2682194,2682220,1248716,1248744,AU1567,1956-10-16
AU5499,2682185,2682228,1248737,1248774,AU1567,1956-10-16
AU5504,2682594,2682705,1247801,1247924,AU1568,1956-10-26
AU5507,2682026,2682113,1247459,1247561,AU1571,1956-11-14
AU5511,2681732,2681765,1247609,1247632,AU1573,1956-12-04
AU5512,2681684,2681795,1247556,1247628,AU1573,1956-12-04
AU5514,2681012,2681043,1248641,1248674,AU1577,1957-01-15
AU5515,2681000,2681029,1248646,1248682,AU1577,1957-01-15
AU5516,2680994,2681016,1248658,1248690,AU1577,1957-01-15
AU5517,2680968,2681006,1248647,1248678,AU1577,1957-01-15
AU5518,2680968,2680995,1248631,1248655,AU1577,1957-01-15
AU5519,2680980,2681009,1248624,1248652,AU1577,1957-01-15
AU5520,2680991,2681020,1248616,1248649,AU1577,1957-01-15
AU5521,2681624,2681721,1248102,1248242,AU1580,1957-01-30
AU5522,2681536,2681643,1247910,1248108,AU1580,1957-01-30
AU5529,2682186,2682232,1248850,1248886,AU1582,1957-03-16
AU5530,2681954,2682021,1249158,1249235,AU1583,1957-03-25
AU5531,2681994,2682022,1249228,1249255,AU1583,1957-03-25
AU5532,2681992,2682048,1249203,1249244,AU1583,1957-03-25
AU5534,2682152,2682154,1247445,1247448,AU1585,1957-04-26
AU5535,2682131,2682154,1247442,1247460,AU1585,1957-04-26
AU5539,2681052,2681121,1248339,1248387,AU1592,1957-07-03
AU5540,2682422,2682460,1247757,1247787,AU1593,1957-07-08
AU5543,2680799,2680837,1248647,1248693,AU1595,1957-10-29
AU5544,2680816,2680854,1248637,1248685,AU1595,1957-10-29
AU5547,2680815,2680940,1248633,1248707,AU1595,1957-10-29
AU5548,2680898,2680995,1248582,1248705,AU1595,1957-10-29
AU5549,2680701,2680917,1248576,1248715,AU1595,1957-10-29
AU5556,2682442,2682487,1247713,1247760,AU1623,1958-05-06
AU5560,2681224,2682623,1248936,1249794,AU1628,1958-07-16
AU5563,2682756,2682802,1248447,1248492,AU1630,1958-08-11
AU5566,2682544,2682575,1247964,1247995,AU1631,1958-10-28
AU5567,2682558,2682611,1247979,1248038,AU1631,1958-10-28
AU5568,2681870,2681901,1247556,1247587,AU1632,1958-12-13
AU5571,2682237,2682330,1247100,1247178,AU1634,1959-02-02
AU5573,2682256,2682279,1247184,1247208,AU1634,1959-02-02
AU5574,2682268,2682287,1247199,1247218,AU1634,1959-02-02
AU5575,2682276,2682298,1247209,1247230,AU1634,1959-02-02
AU5576,2682285,2682368,1247134,1247250,AU1634,1959-02-02
AU5580,2681199,2681319,1249437,1249519,AU1635,1959-02-11
AU5581,2682348,2682370,1248653,1248676,AU1636,1959-02-10
AU5582,2682329,2682385,1248584,1248668,AU1636,1959-02-10
AU5597,2681231,2681437,1248914,1248973,AU1664,1959-07-24
AU5603,2682327,2682367,1247699,1247748,AU1676,1959-11-09
AU5610,2682073,2682098,1248234,1248267,AU1685,1960-02-18
AU5621,2682075,2682099,1247286,1247314,AU1690,1960-07-04
AU5623,2682381,2682427,1248106,1248149,AU1691,1960-06-28
AU5626,2680452,2680593,1248303,1248455,AU1698,1960-08-17
AU5628,2682012,2682069,1247475,1247524,AU1700,1960-09-19
AU5629,2682003,2682066,1247445,1247503,AU1700,1960-09-19
AU5631,2681930,2682137,1247416,1247709,AU1700,1960-09-19
AU5633,2681925,2681952,1248976,1248998,AU1708,1960-11-18
AU5634,2681918,2682006,1248973,1249032,AU1708,1960-11-18
AU5636,2682226,2682246,1248025,1248045,AU1709,1960-11-18
AU5637,2681951,2681990,1247809,1247843,AU1710,1960-12-15
AU5638,2681963,2681983,1247793,1247815,AU1710,1960-12-15
AU5639,2681925,2681968,1247797,1247829,AU1710,1960-12-15
AU5641,2682671,2682754,1247866,1247937,AU1712,1961-01-19
AU5651,2682079,2682235,1247581,1247736,AU1716,1961-03-02
AU5653,2682340,2682367,1248152,1248185,AU1717,1961-03-23
AU5657,2682092,2682130,1248024,1248062,AU1728,1961-07-17
AU5662,2681123,2681157,1248394,1248416,AU1731,1961-10-23
AU5663,2681121,2681149,1248378,1248404,AU1731,1961-10-23
AU5666,2682175,2682238,1247781,1247875,AU1741,1962-01-23
AU5667,2682156,2682261,1247838,1247939,AU1741,1962-01-23
AU5668,2682106,2682191,1247763,1247867,AU1741,1962-01-23
AU5669,2682127,2682336,1247701,1247916,AU1741,1962-01-23
AU5671,2682348,2682395,1248141,1248197,AU1742,1962-03-14
AU5678,2681638,2681740,1248997,1249117,AU1757,1962-08-14
AU5680,2682676,2682702,1248481,1248505,AU1758,1962-08-27
AU5681,2682669,2682854,1248495,1248684,AU1759,1962-09-28
AU5682,2682806,2682864,1248482,1248534,AU1759,1962-09-28
AU5684,2682961,2683038,1248197,1248361,AU1759,1962-09-28
AU5685,2682846,2682991,1248281,1248438,AU1759,1962-09-28
AU5686,2682690,2682862,1248424,1248604,AU1759,1962-09-28
AU5687,2682555,2682706,1248589,1248733,AU1759,1962-09-28
AU5688,2682215,2682246,1247123,1247152,AU1760,1962-09-27
AU5689,2682225,2682268,1247124,1247168,AU1760,1962-09-27
AU5692,2682253,2682287,1248154,1248190,AU1765,1962-10-16
AU5697,2682391,2682432,1247379,1247433,AU1768,1962-12-28
AU5704,2682321,2682353,1248747,1248785,AU1769,1962-12-20
AU5710,2681960,2681975,1247782,1247799,AU1777,1963-04-06
AU5711,2681963,2681976,1247793,1247800,AU1777,1963-04-06
AU5716,2681197,2681331,1248923,1249072,AU1781,1963-05-06
AU5718,2681266,2681475,1248923,1249116,AU1781,1963-05-06
AU5719,2682404,2682426,1248600,1248619,AU1782,1963-05-06
AU5720,2682395,2682421,1248585,1248610,AU1782,1963-05-06
AU5724,2682507,2682523,1248573,1248588,AU1793,1963-07-22
AU5725,2681992,2682008,1247793,1247810,AU1794,1963-08-28
AU5726,2681981,2682008,1247771,1247801,AU1794,1963-08-28
AU5727,2681989,2682009,1247765,1247782,AU1794,1963-08-28
AU5730,2681077,2681151,1249570,1249639,AU1797,1963-10-31
AU5734,2680625,2680716,1248569,1248657,AU1798,1963-11-12
AU5737,2680591,2680766,1248491,1248617,AU1798,1963-11-12
AU5747,2682033,2682055,1247633,1247654,AU1800,1963-11-23
AU5748,2682033,2682074,1247639,1247688,AU1800,1963-11-23
AU5749,2682050,2682081,1247632,1247668,AU1800,1963-11-23
AU5751,2682064,2682101,1247661,1247698,AU1800,1963-11-23
AU5752,2682291,2682352,1248158,1248216,AU1801,1964-01-13
AU5754,2682212,2682244,1248882,1248914,AU1802,1964-01-21
AU5755,2682221,2682246,1248896,1248928,AU1802,1964-01-21
AU5756,2682623,2682722,1248504,1248602,AU1804,1964-01-30
AU5757,2682242,2682277,1248585,1248628,AU1805,1964-02-25
AU5759,2682080,2682225,1248191,1248305,AU1808,1964-07-01
AU5760,2682185,2682230,1248202,1248243,AU1808,1964-07-01
AU5761,2682098,2682237,1248214,1248327,AU1808,1964-07-01
AU5768,2681912,2681953,1247417,1247461,AU1815,1964-09-23
AU5770,2681841,2681875,1247630,1247663,AU1816,1964-09-22
AU5774,2682282,2682317,1248683,1248719,AU1817,1964-09-21
AU5775,2682177,2682443,1248620,1248820,AU1817,1964-09-21
AU5776,2682270,2682334,1248618,1248704,AU1817,1964-09-21
AU5778,2681890,2681907,1247592,1247610,AU1819,1966-01-04
AU5791,2681918,2681980,1247627,1247679,AU1824,1965-01-15
AU5792,2681905,2681920,1247632,1247654,AU1824,1965-01-15
AU5793,2681915,2681919,1247629,1247632,AU1824,1965-01-15
AU5798,2682192,2682212,1249077,1249094,AU1825,1965-02-12
AU5799,2682110,2682303,1249015,1249185,AU1825,1965-02-12
AU5801,2681228,2681265,1248025,1248060,AU1826,1965-02-17
AU5802,2681115,2681342,1247938,1248174,AU1826,1965-02-17
AU5803,2681244,2681371,1247983,1248069,AU1826,1965-02-17
AU5810,2682090,2682150,1248714,1248769,AU1831,1965-03-19
AU5819,2682491,2682520,1248575,1248602,AU1837,1965-08-10
AU5820,2682432,2682510,1248613,1248749,AU1837,1965-08-10
AU5822,2682506,2682536,1248605,1248634,AU1837,1965-08-10
AU5823,2682474,2682559,1248551,1248642,AU1837,1965-08-10
AU5824,2682445,2682640,1248426,1248622,AU1837,1965-08-10
AU5828,2682372,2682421,1247288,1247356,AU1841,1965-12-21
AU5829,2682155,2682387,1247098,1247372,AU1841,1965-12-21
AU5834,2682150,2682178,1248204,1248233,AU1845,1966-05-06
AU5835,2682164,2682205,1248183,1248223,AU1845,1966-05-06
