point,type,protection,x,y,created_by,created
5438,Bolzen,,2683884.083,1249271.962,LE143,1933-11-20
5439,Bolzen,,2683905.868,1249226.349,LE143,1933-11-20
5440,Bolzen,,2683923.423,1249151.454,LE143,1933-11-20
5441,Bolzen,,2683927.421,1249112.455,LE143,1933-11-20
5442,Bolzen,,2683896.023,1249058.705,LE143,1933-11-20
5443,Bolzen,,2683917.741,1249015.507,LE143,1933-11-20
5444,Bolzen,,2683928.074,1248987.506,LE143,1933-11-20
5445,Stein,Schacht,2678944.782,1248297.181,LE219,1945-10-01
5446,Bolzen,,2678975.431,1248270.764,LE219,1945-10-01
5447,Stein,Schacht,2679035.670,1248225.524,LE219,1945-10-01
5448,Bolzen,,2679083.197,1248191.855,LE219,1945-10-01
5458,Bolzen,,2683353.456,1249044.953,LE228,1946-06-11
5459,Bolzen,,2680942.022,1248646.872,LE221,1945-12-28
5460,Stein,Schacht,2679181.810,1250040.309,LE146,1934-07-17
5461,Stein,,2681901.729,1243942.014,LE103,1929-02-11
5462,Stein,,2681883.353,1244100.700,LE103,1929-02-11
5463,Bolzen,,2682657.097,1243111.773,LE155,1936-12-05
5464,Bolzen,,2682692.631,1243181.702,LE155,1936-12-05
5465,Bolzen,,2682758.477,1243211.502,LE155,1936-12-05
5466,Bolzen,,2682681.463,1243387.678,LE155,1936-12-05
5467,Bolzen,,2685182.922,1246597.622,EN438,1945-11-30
5468,Stein,Schacht,2681730.058,1244237.653,LE103,1929-02-11
5469,Stein,Schacht,2681787.210,1244068.928,LE103,1929-02-11
5471,Bolzen,,2682821.430,1243261.664,LE155,1936-12-05
5472,Bolzen,,2684225.352,1247126.760,LE234,1946-08-22
10715590,Stein,Schacht,2683382.509,1254165.071,EN48,1927-07-05
10912260,Stein,,2677759.846,1249633.551,EN48,1927-07-05
10912290,Stein,Schacht,2677870.349,1248707.756,EN1623,2003-05-13
10913000,Bolzen,,2679886.200,1251326.320,EN1563,2001-02-07
10913056,Bolzen,,2679658.559,1253060.578,EN12,1925-11-25
10913116,Bolzen,,2678817.821,1251863.624,EN9,1925-07-17
10913136,Bolzen,,2679232.830,1251270.059,EN9,1925-07-17
10913249,weitere,,2679895.746,1250615.066,EN9,1925-07-17
10913266,Rohr,,2678998.087,1250056.550,EN48,1927-07-05
10913286,Bolzen,,2678600.435,1249471.588,EN1623,2003-05-13
10913449,weitere,,2679018.678,1248949.679,EN1623,2003-05-13
10913456,Bolzen,,2679664.917,1248905.706,EN1623,2003-05-13
10913466,Bolzen,,2678820.998,1248601.627,EN1623,2003-05-13
10913486,Bolzen,,2679463.863,1248131.938,EN1622,2003-03-19
10913570,Stein,,2678563.647,1247632.463,EN1622,2003-03-19
10913589,weitere,,2678932.800,1247587.594,EN1622,2003-03-19
10913606,Bolzen,,2679206.685,1247103.787,EN1622,2003-03-19
10913734,weitere,,2679453.732,1245031.998,EN40,1927-01-13
10913735,weitere,,2679457.672,1245033.948,EN40,1927-01-13
10913736,weitere,,2679453.998,1245036.392,EN40,1927-01-13
10913737,weitere,,2679455.137,1245034.118,EN40,1927-01-13
10913740,Bolzen,,2679596.084,1244828.697,EN1573,2002-02-12
10914000,weitere,,2680904.230,1251246.790,EN1573,2002-02-12
10914026,Bolzen,,2681322.470,1253682.660,EN12,1925-11-25
10914049,weitere,,2680763.807,1253179.964,EN12,1925-11-25
10914056,Bolzen,,2681070.611,1252799.732,EN12,1925-11-25
10914066,Bolzen,,2680545.166,1252563.438,EN12,1925-11-25
10914070,Bolzen,,2681912.347,1251856.536,EN12,1925-11-25
10914156,weitere,,2681034.442,1251613.104,EN48,1927-07-05
10914235,Bolzen,,2680039.983,1250616.284,EN9,1925-07-17
10914236,Bolzen,,2680047.933,1250581.024,EN9,1925-07-17
10914240,Stein,,2681072.766,1250399.850,EN9,1925-07-17
10914256,Bolzen,,2681546.224,1250053.909,EN37,1926-12-10
10914266,Bolzen,,2680798.653,1249381.601,EN1619,2003-03-25
10914276,Bolzen,,2681874.518,1248776.173,EN1619,2003-03-25
10914296,Bolzen,,2680418.411,1248285.724,EN40,1927-01-13
10914309,weitere,,2681302.319,1248228.907,EN1619,2003-03-25
10914326,Bolzen,,2680305.384,1247537.192,EN1622,2003-03-19
10914342,Bolzen,,2680567.000,1247176.629,EN40,1927-01-13
10914349,weitere,,2680567.000,1247176.629,EN48,1927-07-05
10914366,Bolzen,,2681606.719,1247132.185,EN40,1927-01-13
10914479,weitere,,2681443.801,1246916.073,EN40,1927-01-13
10914486,Bolzen,,2680012.935,1246656.024,EN40,1927-01-13
10914516,Bolzen,,2680050.378,1245848.545,EN40,1927-01-13
10914526,Bolzen,,2681277.009,1245812.471,EN40,1927-01-13
10914676,Bolzen,,2681445.447,1242965.106,EN1573,2002-02-12
10914679,weitere,,2681446.558,1242961.356,EN1573,2002-02-12
10914730,Stein,,2680991.751,1242250.116,EN1573,2002-02-12
10915046,Bolzen,,2682907.887,1253349.056,EN22,1926-06-09
10915080,Stein,Schacht,2682241.102,1252775.952,EN22,1926-06-09
10915119,weitere,,2683213.662,1252728.777,EN22,1926-06-09
10915136,Bolzen,,2683124.613,1252433.534,EN22,1926-06-09
10915146,Bolzen,,2683423.244,1251706.915,EN48,1927-07-05
10915156,weitere,,2682307.534,1251492.614,EN34,1926-10-07
10915159,weitere,,2682305.700,1251493.729,EN34,1926-10-07
10915269,weitere,,2683616.822,1251183.091,EN1613,2002-11-19
10915286,Bolzen,,2682784.196,1250643.405,EN34,1926-10-07
10915349,weitere,,2682216.623,1250121.861,EN37,1926-12-10
10915359,weitere,,2682171.538,1249877.617,EN37,1926-12-10
10915385,Bolzen,,2683380.199,1249839.553,EN34,1926-10-07
10915386,Bolzen,,2683376.124,1249857.785,EN34,1926-10-07
10915399,weitere,,2683663.919,1248710.359,EN33,1926-09-24
10915416,Bolzen,,2682331.029,1249495.927,EN37,1926-12-10
10915426,Bolzen,,2683537.144,1248238.900,EN34,1926-10-07
10915429,weitere,,2683537.144,1248238.900,EN34,1926-10-07
10915445,Bolzen,,2683206.599,1248541.491,EN34,1926-10-07
10915446,Bolzen,,2683194.363,1248568.495,EN34,1926-10-07
10915465,weitere,ueberdeckt,2683715.997,1247848.944,EN48,1927-07-05
10915466,weitere,ueberdeckt,2683727.324,1247850.810,EN48,1927-07-05
10915468,weitere,,2683784.240,1247880.901,EN48,1927-07-05
10915479,weitere,,2682354.056,1247568.556,EN1619,2003-03-25
10915489,weitere,,2683565.177,1247597.956,EN1563,2001-02-07
10915496,Bolzen,,2682839.350,1247977.023,EN1619,2003-03-25
10915519,weitere,,2683258.430,1247282.781,EN1563,2001-02-07
10915535,Bolzen,,2683460.899,1247176.548,EN1563,2001-02-07
10915536,Bolzen,,2683468.646,1247177.667,EN1563,2001-02-07
10915538,weitere,,2683464.782,1247177.145,EN1563,2001-02-07
10915539,weitere,,2683475.102,1247191.661,EN1563,2001-02-07
10915549,weitere,,2683293.526,1247136.032,EN1563,2001-02-07
10915555,Bolzen,,2682661.884,1247196.308,EN1563,2001-02-07
10915556,Bolzen,,2682644.711,1247178.277,EN1563,2001-02-07
10915566,Bolzen,,2682790.246,1246037.597,EN1574,2002-04-10
10915589,weitere,,2682406.304,1246325.847,EN1574,2002-04-10
10915630,Stein,,2683035.304,1243124.004,EN15,1926-01-06
10915646,Bolzen,,2682329.884,1242970.992,EN15,1926-01-06
10915656,Bolzen,,2682729.878,1244578.881,EN15,1926-01-06
10915669,weitere,,2682668.791,1244014.094,EN15,1926-01-06
10915686,Bolzen,,2682005.919,1243641.760,EN15,1926-01-06
10915696,Bolzen,,2682596.401,1243626.897,EN15,1926-01-06
10915770,Stein,Schacht,2682456.776,1242146.667,EN48,1927-07-05
10916046,Bolzen,,2684194.523,1253272.630,EN22,1926-06-09
10916096,Bolzen,,2684591.490,1252455.482,EN22,1926-06-09
10916186,Bolzen,,2685355.934,1251500.671,EN32,1926-09-10
10916199,weitere,,2684010.762,1251257.802,EN1613,2002-11-19
10916206,Bolzen,,2684773.864,1250929.480,EN32,1926-09-10
10916260,Stein,Schacht,2684116.565,1250332.427,EN33,1926-09-24
10916290,Stein,,2684078.329,1249546.498,EN48,1927-07-05
10916306,Bolzen,,2684101.138,1249019.853,EN33,1926-09-24
10916356,Bolzen,,2685253.904,1248327.818,EN1,1924-10-09
10916365,Bolzen,,2684429.705,1247937.330,EN1,1924-10-09
10916366,Bolzen,,2684435.253,1247944.031,EN1,1924-10-09
10916369,weitere,,2684432.849,1247940.496,EN48,1927-07-05
10916386,Bolzen,,2685601.959,1247509.849,EN13,1925-12-19
10916404,unversichert,,2684831.365,1247215.323,EN13,1925-12-19
10916405,unversichert,,2684840.955,1247214.079,EN13,1925-12-19
10916406,unversichert,,2684832.706,1247224.797,EN13,1925-12-19
10916409,weitere,,2684836.683,1247219.419,EN13,1925-12-19
10916446,Bolzen,,2684098.637,1246441.277,EN17,1926-04-23
10916459,weitere,,2684586.836,1246128.325,EN17,1926-04-23
10916466,Bolzen,,2684227.527,1245590.058,EN17,1926-04-23
10916489,weitere,,2685805.947,1245515.835,EN17,1926-04-23
10916506,Bolzen,,2685880.713,1245318.651,EN17,1926-04-23
10916516,Bolzen,,2684676.462,1245212.711,EN17,1926-04-23
10916526,Bolzen,,2685420.254,1244816.798,EN17,1926-04-23
10917196,Bolzen,,2686559.878,1251261.238,EN32,1926-09-10
10917209,weitere,,2686077.269,1250760.704,EN32,1926-09-10
10917476,Bolzen,,2687348.512,1246670.987,EN36,1926-11-19
10917496,Bolzen,,2686672.655,1245987.525,EN36,1926-11-19
10917509,weitere,,2686722.205,1245881.049,EN36,1926-11-19
10917512,Stein,Schacht,2687306.049,1245858.386,EN36,1926-11-19
10917519,weitere,,2687333.909,1245834.198,EN36,1926-11-19
10917530,Stein,,2686779.443,1245645.940,EN48,1927-07-05
10917546,Bolzen,,2687778.872,1245367.550,EN36,1926-11-19
11114127,weitere,,2680699.916,1240700.528,EN48,1927-07-05
AA0005,Stein,,2683680.067,1246771.141,EN503,1949-09-05
AA0006,Stein,,2683636.421,1246820.328,EN503,1949-09-05
AA0036,Bolzen,,2683492.437,1247091.349,EN503,1949-09-05
AA0037,Bolzen,,2683522.447,1247123.448,EN503,1949-09-05
AA0038,Bolzen,,2683546.520,1247174.292,EN503,1949-09-05
AA0039,Bolzen,,2683601.339,1247200.888,EN503,1949-09-05
AA0040,Bolzen,,2683645.120,1247225.228,EN503,1949-09-05
AA0041,Bolzen,,2683682.161,1247242.950,EN503,1949-09-05
AA0044,Stein,,2683633.550,1246964.340,EN503,1949-09-05
AA0045,Bolzen,,2683610.854,1247009.039,EN503,1949-09-05
AA0046,Bolzen,,2683587.242,1247037.629,EN503,1949-09-05
AA0047,Bolzen,,2683539.468,1247088.264,EN503,1949-09-05
AA0049,Stein,,2683681.308,1247066.197,EN503,1949-09-05
AA0054,Bolzen,,2683611.697,1247103.101,EN503,1949-09-05
AA0057,Bolzen,,2683579.464,1247151.702,EN503,1949-09-05
AA0058,Bolzen,,2683595.060,1247129.910,EN503,1949-09-05
AA0095,Stein,,2683594.412,1247727.747,EN503,1949-09-05
AA0096,Stein,,2683565.364,1247793.074,EN503,1949-09-05
AA0097,Stein,,2683539.200,1247851.559,EN503,1949-09-05
AA0106,Bolzen,,2683461.668,1247507.877,EN503,1949-09-05
AA0108,Bolzen,,2683466.030,1247686.917,EN503,1949-09-05
AA0109,Bolzen,,2683473.652,1247764.552,EN503,1949-09-05
AA0110,Stein,,2683484.189,1247822.308,EN503,1949-09-05
AA0114,Bolzen,,2683512.464,1247514.556,EN503,1949-09-05
AA0151,Stein,,2683889.642,1247582.403,EN503,1949-09-05
AA0164,Stein,,2683586.670,1247799.018,EN503,1949-09-05
AA0166,Stein,,2683543.409,1247930.938,EN503,1949-09-05
AA0167,Bolzen,,2683537.639,1248000.449,EN503,1949-09-05
AA0188,Stein,,2683084.815,1248246.608,EN503,1949-09-05
AA0222,Stein,,2682902.381,1247714.823,EN503,1949-09-05
AA0229,Bolzen,,2683042.658,1247522.758,EN503,1949-09-05
AA0230,Bolzen,,2683047.996,1247416.540,EN503,1949-09-05
AA0242,Bolzen,,2683036.241,1247581.528,EN503,1949-09-05
AA0255,Stein,,2682733.387,1247347.200,EN503,1949-09-05
AA0265,Stein,,2682604.386,1247399.272,EN503,1949-09-05
AA0278,Stein,,2682520.315,1247065.817,EN503,1949-09-05
AA0279,Stein,,2682782.185,1247271.558,EN503,1949-09-05
AA0281,Stein,,2682883.295,1247174.982,EN503,1949-09-05
AA0301,Stein,,2683328.963,1247149.276,EN503,1949-09-05
AA0310,Stein,,2683254.024,1247338.697,EN503,1949-09-05
AA0311,Bolzen,,2683253.438,1247378.369,EN503,1949-09-05
AA0312,Bolzen,,2683239.506,1247408.338,EN503,1949-09-05
AA0313,Bolzen,,2683236.231,1247474.897,EN503,1949-09-05
AA0316,Bolzen,,2683205.614,1247603.220,EN503,1949-09-05
AA0320,Bolzen,,2683199.278,1247411.125,EN503,1949-09-05
AA0323,Stein,,2683062.678,1247453.376,EN503,1949-09-05
AA0325,Bolzen,,2683157.085,1247388.890,EN503,1949-09-05
AA0327,Stein,,2683111.158,1247336.195,EN503,1949-09-05
AA0328,Bolzen,,2683154.638,1247347.861,EN503,1949-09-05
AA0329,Stein,,2683185.432,1247362.132,EN503,1949-09-05
AA0332,Bolzen,,2683208.934,1247376.083,EN503,1949-09-05
AA0336,Bolzen,,2683223.071,1247226.208,EN503,1949-09-05
AA0337,Bolzen,,2683264.685,1247230.138,EN503,1949-09-05
AA0338,Bolzen,,2683269.551,1247261.267,EN503,1949-09-05
AA0340,Stein,,2683273.660,1247192.864,EN503,1949-09-05
AA0341,Bolzen,,2683284.946,1247253.368,EN503,1949-09-05
AA0342,Stein,,2683299.976,1247286.463,EN503,1949-09-05
AA0343,Stein,,2683298.522,1247319.464,EN503,1949-09-05
AA0344,Bolzen,,2683282.634,1247357.443,EN503,1949-09-05
AA0347,Stein,,2683324.388,1247326.784,EN503,1949-09-05
AA0348,Bolzen,,2683325.650,1247366.858,EN503,1949-09-05
AA0349,Stein,,2683318.459,1247406.085,EN503,1949-09-05
AA0350,Stein,,2683320.634,1247445.277,EN503,1949-09-05
AA0358,Bolzen,,2683185.466,1247184.173,EN503,1949-09-05
AA0367,Bolzen,,2683582.064,1247262.247,EN503,1949-09-05
AA0377,Stein,,2682832.953,1247512.086,EN503,1949-09-05
AA0400,Bolzen,,2683570.839,1246960.656,EN503,1949-09-05
AA0402,Stein,,2683830.732,1247746.608,EN503,1949-09-05
AA0403,Stein,,2683805.830,1247814.845,EN503,1949-09-05
AA0406,Stein,,2683688.824,1247919.193,EN503,1949-09-05
AA0407,Stein,,2683730.358,1247789.921,EN503,1949-09-05
AA0448,Bolzen,,2683680.739,1247508.865,EN503,1949-09-05
AA0449,Bolzen,,2683697.162,1247518.522,EN503,1949-09-05
AA0450,Bolzen,,2683685.230,1247541.119,EN503,1949-09-05
AA0451,Bolzen,,2683669.391,1247567.895,EN503,1949-09-05
AA0453,Bolzen,,2683476.192,1247546.797,EN503,1949-09-05
AA0457,Stein,,2683718.519,1247560.686,EN503,1949-09-05
AA0477,Stein,,2683058.115,1247520.619,EN503,1949-09-05
AA0502,Stein,,2683450.831,1248112.462,EN503,1949-09-05
AA0511,Stein,,2683154.384,1248285.488,EN503,1949-09-05
AA0512,Stein,,2683208.743,1248269.256,EN503,1949-09-05
AA0513,Stein,,2683159.555,1248361.630,EN503,1949-09-05
AA0514,Stein,,2683132.877,1248423.167,EN503,1949-09-05
AA0516,Stein,,2683113.619,1248314.588,EN503,1949-09-05
AA0531,Stein,,2683638.572,1246523.723,EN503,1949-09-05
AA0532,Stein,,2683604.307,1246605.898,EN503,1949-09-05
AA0533,Stein,,2683571.053,1246685.709,EN503,1949-09-05
AA0535,Stein,,2683873.587,1247414.832,EN503,1949-09-05
AA0538,Stein,,2683568.719,1246883.726,EN503,1949-09-05
AA0551,Bolzen,,2683681.598,1247330.807,EN503,1949-09-05
AA0556,Stein,,2683093.869,1247053.877,EN503,1949-09-05
AA0558,Stein,,2683181.250,1247233.826,EN503,1949-09-05
AA0560,Stein,,2683183.708,1247258.556,EN503,1949-09-05
AA0567,Stein,,2683194.940,1247501.824,EN503,1949-09-05
AA0568,Stein,,2683215.276,1247449.909,EN503,1949-09-05
AA0569,Stein,,2683271.669,1247514.902,EN503,1949-09-05
AA0583,Stein,,2683226.606,1247122.840,EN503,1949-09-05
AA0624,Stein,,2683686.467,1246993.740,EN503,1949-09-05
AA0629,Bolzen,,2683526.785,1247670.716,EN503,1949-09-05
AA0630,Bolzen,,2683511.144,1247668.039,EN503,1949-09-05
AA0631,Bolzen,,2683497.357,1247665.673,EN503,1949-09-05
AA0632,Stein,,2683472.790,1247658.325,EN503,1949-09-05
AA0634,Bolzen,,2683512.561,1247647.141,EN503,1949-09-05
AA0642,Bolzen,,2683637.156,1247406.382,EN503,1949-09-05
AA0648,Bolzen,,2682923.590,1247827.544,EN503,1949-09-05
AA0649,Bolzen,,2682949.943,1247836.820,EN503,1949-09-05
AA0667,Stein,,2683230.124,1246723.991,EN503,1949-09-05
AA0726,Stein,,2683531.314,1248068.388,EN503,1949-09-05
AA0772,Stein,,2683676.177,1247936.609,EN503,1949-09-05
AA0773,Stein,,2683652.878,1247990.639,EN503,1949-09-05
AA0808,Stein,,2683836.944,1247492.133,EN503,1949-09-05
AA0818,Stein,,2682982.367,1247494.675,EN503,1949-09-05
AA0819,Stein,,2683044.707,1247497.304,EN503,1949-09-05
AA0965,Bolzen,,2683459.865,1247604.516,EN503,1949-09-05
AA1003,Stein,,2683422.125,1247471.763,EN503,1949-09-05
AA1044,Bolzen,,2683501.240,1247685.190,EN503,1949-09-05
AA1132,Stein,,2683868.881,1247638.036,EN503,1949-09-05
AA1133,Bolzen,,2683869.354,1247682.674,EN503,1949-09-05
AA1137,Stein,,2683751.827,1247685.559,EN503,1949-09-05
AA1142,Stein,,2683775.321,1247772.378,EN503,1949-09-05
AA1143,Stein,,2683817.249,1247786.065,EN503,1949-09-05
AA1144,Bolzen,,2683844.412,1247711.654,EN503,1949-09-05
AA1145,Stein,,2683855.182,1247696.893,EN503,1949-09-05
AA1146,Bolzen,,2683827.648,1247706.616,EN503,1949-09-05
AA1149,Stein,,2683847.262,1247792.074,EN503,1949-09-05
AA1173,Bolzen,,2682839.177,1247666.091,EN503,1949-09-05
AA1198,Stein,,2682694.642,1247359.356,EN503,1949-09-05
AA1229,Stein,,2682862.030,1247856.070,EN503,1949-09-05
AA1252,Stein,,2683083.583,1247273.470,EN503,1949-09-05
AA1263,Bolzen,,2682766.376,1247595.431,EN503,1949-09-05
AA1264,Bolzen,,2682792.722,1247612.346,EN503,1949-09-05
AA1279,Bolzen,,2682801.436,1247603.865,EN503,1949-09-05
AA1294,Bolzen,,2683462.865,1247262.285,EN503,1949-09-05
AA1298,Bolzen,,2682893.692,1247475.658,EN503,1949-09-05
AA1299,Bolzen,,2682924.788,1247488.424,EN503,1949-09-05
AA1301,Stein,,2682864.248,1247559.505,EN503,1949-09-05
AA1308,Bolzen,,2682702.812,1247363.722,EN503,1949-09-05
AA1312,Bolzen,,2683188.557,1247214.349,EN503,1949-09-05
AA1315,Stein,,2682741.999,1247401.630,EN503,1949-09-05
AA1316,Bolzen,,2683233.238,1247247.457,EN503,1949-09-05
AA1323,Bolzen,,2683666.574,1247036.604,EN503,1949-09-05
AA1345,Stein,,2682735.731,1247573.664,EN503,1949-09-05
AA1348,Stein,,2683182.392,1247725.104,EN503,1949-09-05
AA1355,Stein,,2682922.994,1247649.639,EN503,1949-09-05
AA1356,Stein,,2682896.458,1247610.091,EN503,1949-09-05
AA1363,Stein,,2683505.250,1248027.528,EN503,1949-09-05
AA1364,Bolzen,,2683504.424,1248083.781,EN503,1949-09-05
AA1369,Stein,,2682657.768,1247159.442,EN503,1949-09-05
AA1373,Stein,,2683711.982,1246653.132,EN503,1949-09-05
AA1375,Stein,,2682649.123,1247409.116,EN503,1949-09-05
AA1376,Stein,,2682659.415,1247348.639,EN503,1949-09-05
AA1378,Bolzen,,2682658.865,1247338.125,EN503,1949-09-05
AA1383,Stein,,2683924.372,1246857.891,EN503,1949-09-05
AA1396,Bolzen,,2682880.897,1247230.720,EN503,1949-09-05
AA1403,Stein,,2683074.861,1247614.485,EN503,1949-09-05
AA1409,Stein,,2683591.518,1247858.894,EN503,1949-09-05
AA1411,Stein,,2682877.058,1247296.573,EN503,1949-09-05
AA1413,Stein,,2682748.847,1247353.927,EN503,1949-09-05
AA1414,Stein,,2682772.666,1247310.212,EN503,1949-09-05
AA1415,Stein,,2682796.568,1247275.326,EN503,1949-09-05
AA1419,Bolzen,,2682937.773,1247686.308,EN503,1949-09-05
AA1422,Bolzen,,2683502.375,1247375.040,EN503,1949-09-05
AA1425,Stein,,2683152.093,1247026.526,EN503,1949-09-05
AA1438,Stein,,2683471.169,1247943.676,EN503,1949-09-05
AA1439,Stein,,2683476.270,1247907.945,EN503,1949-09-05
AA1440,Stein,,2683472.230,1247868.516,EN503,1949-09-05
AA1442,Stein,,2683512.222,1247900.970,EN503,1949-09-05
AA1448,Stein,,2682897.029,1247396.349,EN503,1949-09-05
AA1451,Stein,,2683499.859,1247393.342,EN503,1949-09-05
AA1452,Stein,,2683281.070,1248155.389,EN503,1949-09-05
AA1453,Stein,,2683268.920,1248221.107,EN503,1949-09-05
AA1454,Stein,,2683228.579,1248306.057,EN503,1949-09-05
AA1455,Stein,,2683190.742,1248378.591,EN503,1949-09-05
AA1456,Stein,,2683158.536,1248443.213,EN503,1949-09-05
AA1457,Stein,,2683116.534,1248488.125,EN503,1949-09-05
AA1459,Bolzen,,2682949.370,1247069.377,EN503,1949-09-05
AA1460,Stein,,2682978.703,1247060.253,EN503,1949-09-05
AA1463,Bolzen,,2683520.787,1247582.105,EN503,1949-09-05
AA1464,Bolzen,,2683495.231,1247570.409,EN503,1949-09-05
AA1465,Bolzen,,2682826.490,1247418.117,EN503,1949-09-05
AA1466,Bolzen,,2682860.269,1247372.964,EN503,1949-09-05
AA1468,Stein,,2682957.580,1247126.873,EN503,1949-09-05
AA1470,Stein,,2683282.374,1246725.171,EN503,1949-09-05
AA1478,Stein,,2683687.598,1247556.519,EN503,1949-09-05
AA1481,Bolzen,,2682743.562,1247173.876,EN503,1949-09-05
AA1482,Bolzen,,2682724.548,1247182.375,EN503,1949-09-05
AA1490,Stein,,2683327.375,1247248.562,EN503,1949-09-05
AA1491,Stein,,2683329.852,1247194.714,EN503,1949-09-05
AA1495,Stein,,2683335.692,1247952.952,EN503,1949-09-05
AA1496,Stein,,2683281.900,1247922.474,EN503,1949-09-05
AA1506,Bolzen,,2683631.495,1247308.662,EN503,1949-09-05
AA1516,Bolzen,,2683570.366,1247471.201,EN503,1949-09-05
AA1517,Stein,,2683569.442,1247501.118,EN503,1949-09-05
AA1520,Stein,,2683866.949,1247482.519,EN503,1949-09-05
AA1525,Stein,,2683395.041,1248186.306,EN503,1949-09-05
AA1532,Stein,,2683215.738,1247354.288,EN503,1949-09-05
AA1537,Bolzen,,2683464.762,1248119.292,EN503,1949-09-05
AA1546,Stein,,2683122.413,1247691.082,EN503,1949-09-05
AA1547,Stein,,2683943.915,1246873.319,EN503,1949-09-05
AA1548,Stein,,2683957.688,1246856.328,EN503,1949-09-05
AA1549,Stein,,2683938.084,1246842.827,EN503,1949-09-05
AA1550,Stein,,2683898.725,1246886.100,EN503,1949-09-05
AA1551,Stein,,2683920.059,1246902.753,EN503,1949-09-05
AA1555,Bolzen,,2683445.554,1247672.532,EN503,1949-09-05
AA1556,Bolzen,,2682578.079,1247062.314,EN503,1949-09-05
AA1559,Bolzen,,2683030.217,1247822.102,EN503,1949-09-05
AA1570,Bolzen,,2683670.941,1247275.411,EN503,1949-09-05
AA1581,Bolzen,,2683882.255,1246879.714,EN503,1949-09-05
AA1586,Bolzen,,2683788.004,1247590.937,EN503,1949-09-05
AA1589,Bolzen,,2683812.124,1247624.899,EN503,1949-09-05
AA1590,Stein,,2683795.500,1247547.783,EN503,1949-09-05
AA1592,Bolzen,,2683452.312,1247664.331,EN503,1949-09-05
AA1593,Bolzen,,2683446.650,1247664.377,EN503,1949-09-05
AA1597,Stein,,2682715.018,1247180.774,EN503,1949-09-05
AA1599,Bolzen,,2683093.397,1246971.550,EN503,1949-09-05
AA1647,Bolzen,,2683080.510,1247521.745,EN503,1949-09-05
AA1667,Stein,,2683176.524,1247545.989,EN503,1949-09-05
AA1668,Bolzen,,2683486.494,1247677.435,EN503,1949-09-05
AA1673,Bolzen,,2683051.784,1247770.625,EN503,1949-09-05
AA1683,Bolzen,,2683261.966,1247597.067,EN503,1949-09-05
AA1684,Bolzen,,2683250.389,1247619.264,EN503,1949-09-05
AA1685,Bolzen,,2683275.604,1247526.266,EN503,1949-09-05
AA1687,Bolzen,,2683295.574,1247581.532,EN503,1949-09-05
AA1693,Stein,,2682869.993,1247055.067,EN503,1949-09-05
AA1699,Stein,,2683220.973,1247301.321,EN503,1949-09-05
AA1703,Bolzen,,2683815.140,1247131.830,EN503,1949-09-05
