point,type,protection,x,y,created_by,created
HO0961,Stein,,2686639.784,1247334.348,LE380,1965-07-20
HO0962,Stein,,2686585.352,1247456.021,LE380,1965-07-20
HO0963,Stein,,2686588.127,1247412.449,LE380,1965-07-20
HO0964,Stein,,2686689.714,1247267.971,LE380,1965-07-20
HO0965,Stein,,2686812.628,1247302.359,LE380,1965-07-20
HO0966,Stein,,2686779.549,1247357.807,LE380,1965-07-20
HO0967,Stein,,2686762.145,1247407.801,LE380,1965-07-20
HO0968,Stein,,2686716.011,1247295.432,LE380,1965-07-20
HO0969,Stein,,2686748.955,1247328.594,LE380,1965-07-20
HO0970,Stein,,2686728.229,1247361.778,LE380,1965-07-20
HO0971,Stein,,2686679.877,1247441.113,LE380,1965-07-20
HO0972,Stein,,2686633.637,1247496.808,LE380,1965-07-20
HO0973,Stein,,2686596.733,1247527.869,LE380,1965-07-20
HO0974,Stein,,2686781.700,1247255.799,LE380,1965-07-20
HO0975,Stein,,2686955.040,1247322.358,LE380,1965-07-20
HO0976,Stein,,2686945.340,1247379.753,LE380,1965-07-20
HO0977,Stein,,2686933.500,1247462.540,LE380,1965-07-20
HO0978,Stein,,2686837.935,1247408.326,LE380,1965-07-20
HO0979,Stein,,2686825.350,1247368.418,LE380,1965-07-20
HO0982,Stein,,2686896.854,1247371.732,LE380,1965-07-20
HO0983,Stein,,2686874.265,1247274.849,LE380,1965-07-20
HO0984,Stein,,2686906.108,1247323.093,LE380,1965-07-20
HO0985,Stein,,2686969.251,1247384.307,LE380,1965-07-20
HO0986,Stein,,2686994.381,1247396.461,LE380,1965-07-20
HO0987,Stein,,2686995.047,1247349.618,LE380,1965-07-20
HO0988,Stein,,2686989.190,1247453.054,LE380,1965-07-20
HO0989,Stein,,2686984.621,1247425.348,LE380,1965-07-20
HO0990,Stein,,2687033.173,1247451.454,LE380,1965-07-20
HO0991,Stein,,2686672.972,1247724.723,LE380,1965-07-20
HO0992,Stein,,2686643.721,1247659.817,LE380,1965-07-20
HO0993,Stein,,2686605.751,1247603.447,LE380,1965-07-20
HO0994,Stein,,2686682.894,1247603.833,LE380,1965-07-20
HO0995,Stein,,2686720.836,1247554.551,LE380,1965-07-20
HO0996,Stein,,2686828.000,1247469.108,LE380,1965-07-20
HO0997,Stein,,2686868.776,1247559.690,LE380,1965-07-20
HO0998,Stein,,2686941.300,1247577.120,LE380,1965-07-20
HO1000,Stein,,2686789.130,1247622.747,LE380,1965-07-20
HO1002,Stein,,2686589.142,1247692.947,LE380,1965-07-20
HO1003,Stein,,2686519.002,1247717.113,LE380,1965-07-20
HO1004,Stein,,2686521.709,1247678.819,LE380,1965-07-20
HO1005,Stein,,2686450.664,1247734.127,LE380,1965-07-20
HO1006,Stein,,2686373.999,1247744.925,LE380,1965-07-20
HO1008,Stein,,2686470.542,1247692.814,LE380,1965-07-20
HO1016,Stein,,2685377.473,1247639.102,LE380,1965-07-20
HO1017,Stein,,2685409.358,1247647.874,LE380,1965-07-20
HO1018,Stein,,2685443.437,1247660.911,LE380,1965-07-20
HO1019,Stein,,2685505.215,1247701.316,LE380,1965-07-20
HO1020,Stein,,2685555.281,1247723.031,LE380,1965-07-20
HO1021,Stein,,2685523.345,1247772.216,LE380,1965-07-20
HO1022,Stein,,2685489.512,1247828.210,LE380,1965-07-20
HO1023,Stein,,2685459.765,1247878.565,LE380,1965-07-20
HO1028,Stein,,2685760.295,1248038.229,LE380,1965-07-20
HO1029,Stein,,2685744.178,1247983.296,LE380,1965-07-20
HO1030,Stein,,2685690.773,1247964.331,LE380,1965-07-20
HO1031,Stein,,2685657.256,1247931.862,LE380,1965-07-20
HO1032,Stein,,2685646.836,1247877.512,LE380,1965-07-20
HO1033,Stein,,2685598.854,1247838.834,LE380,1965-07-20
HO1034,Stein,,2685582.540,1247771.468,LE380,1965-07-20
HO1035,Stein,,2685580.672,1247670.541,LE380,1965-07-20
HO1038,Stein,,2685725.432,1247604.284,LE380,1965-07-20
HO1040,Stein,,2685964.326,1247699.869,LE380,1965-07-20
HO1042,Stein,,2686013.101,1247844.335,LE380,1965-07-20
HO1043,Stein,,2686025.148,1247928.368,LE380,1965-07-20
HO1044,Stein,,2686016.061,1247990.846,LE380,1965-07-20
HO1045,Stein,,2686120.098,1247752.580,LE380,1965-07-20
HO1046,Stein,,2686053.466,1247796.087,LE380,1965-07-20
HO1049,Stein,,2686135.517,1247872.874,LE380,1965-07-20
HO1050,Stein,,2686071.747,1247899.165,LE380,1965-07-20
HO1051,Stein,,2685972.098,1247881.601,LE380,1965-07-20
HO1052,Stein,,2685905.240,1247903.517,LE380,1965-07-20
HO1053,Stein,,2685857.518,1247936.687,LE380,1965-07-20
HO1054,Stein,,2685806.977,1248013.224,LE380,1965-07-20
HO1055,Stein,,2685857.201,1248013.396,LE380,1965-07-20
HO1056,Stein,,2685906.836,1248033.002,LE380,1965-07-20
HO1057,Stein,,2685953.963,1248058.953,LE380,1965-07-20
HO1058,Stein,,2685940.962,1248004.868,LE380,1965-07-20
HO1059,Stein,,2685930.379,1247960.453,LE380,1965-07-20
HO1061,Stein,,2685692.374,1248010.900,LE380,1965-07-20
HO1066,Stein,,2685509.821,1248099.869,LE380,1965-07-20
HO1070,Stein,,2685713.994,1248129.819,LE380,1965-07-20
HO1071,Stein,,2685741.326,1248085.789,LE380,1965-07-20
HO1072,Stein,,2685658.706,1248066.631,LE380,1965-07-20
HO1073,Stein,,2685606.000,1247980.918,LE380,1965-07-20
HO1074,Stein,,2685593.266,1247949.197,LE380,1965-07-20
HO1075,Stein,,2685595.677,1247907.873,LE380,1965-07-20
HO1076,Stein,,2685715.639,1247994.100,LE380,1965-07-20
HO1077,Stein,,2685646.902,1247982.257,LE380,1965-07-20
HO1078,Stein,,2685522.616,1247972.356,LE380,1965-07-20
HO1079,Stein,,2685521.537,1247913.722,LE380,1965-07-20
HO1080,Stein,,2685690.719,1247858.099,LE380,1965-07-20
HO1081,Stein,,2685759.570,1247856.016,LE380,1965-07-20
HO1085,Stein,,2685759.571,1247962.702,LE380,1965-07-20
HO1086,Stein,,2685709.765,1247932.222,LE380,1965-07-20
HO1087,Stein,,2685773.169,1247809.289,LE380,1965-07-20
HO1088,Stein,,2685770.414,1247757.404,LE380,1965-07-20
HO1089,Stein,,2685765.470,1247702.145,LE380,1965-07-20
HO1091,Stein,,2685674.498,1247691.360,LE380,1965-07-20
HO1092,Stein,,2685630.101,1247721.595,LE380,1965-07-20
HO1093,Stein,,2685673.507,1247664.642,LE380,1965-07-20
HO1096,Stein,,2685860.705,1247791.441,LE380,1965-07-20
HO1099,Stein,,2685876.472,1247252.750,LE380,1965-07-20
HO1100,Bolzen,,2685915.991,1247200.032,LE380,1965-07-20
HO1110,Stein,,2686077.019,1247257.038,LE380,1965-07-20
HO1118,Stein,,2686029.248,1247428.488,LE380,1965-07-20
HO1119,Stein,,2686004.490,1247414.764,LE380,1965-07-20
HO1120,Stein,,2685968.717,1247397.148,LE380,1965-07-20
HO1121,Stein,,2685934.433,1247377.213,LE380,1965-07-20
HO1122,Stein,,2685907.902,1247361.801,LE380,1965-07-20
HO1123,Stein,,2686014.928,1247247.882,LE380,1965-07-20
HO1124,Stein,,2685996.137,1247265.143,LE380,1965-07-20
HO1125,Stein,,2685972.673,1247286.142,LE380,1965-07-20
HO1126,Stein,,2685938.564,1247324.854,LE380,1965-07-20
HO1127,Stein,,2685917.229,1247306.821,LE380,1965-07-20
HO1128,Stein,,2685896.795,1247289.512,LE380,1965-07-20
HO1129,Stein,,2685956.254,1247272.077,LE380,1965-07-20
HO1131,Stein,,2685920.669,1247238.183,LE380,1965-07-20
HO1132,Stein,,2685966.107,1247226.926,LE380,1965-07-20
HO1133,Stein,,2686015.195,1247270.070,LE380,1965-07-20
HO1134,Stein,,2686030.427,1247312.643,LE380,1965-07-20
HO1135,Stein,,2685956.258,1247349.694,LE380,1965-07-20
HO1140,Stein,,2685572.518,1247614.349,LE380,1965-07-20
HO1141,Stein,,2685597.648,1247557.824,LE380,1965-07-20
HO1143,Stein,,2685603.692,1247447.983,LE380,1965-07-20
HO1146,Stein,,2685475.298,1247255.869,LE380,1965-07-20
HO1156,Stein,,2685643.138,1247521.515,LE380,1965-07-20
HO1158,Stein,,2685622.832,1247557.700,LE380,1965-07-20
HO1160,Stein,,2685507.567,1247466.914,LE380,1965-07-20
HO1161,Stein,,2685440.572,1247494.731,LE380,1965-07-20
HO1162,Stein,,2685390.184,1247540.521,LE380,1965-07-20
HO1163,Stein,,2685466.844,1247616.395,LE380,1965-07-20
HO1164,Stein,,2685505.499,1247574.857,LE380,1965-07-20
HO1165,Stein,,2685549.852,1247544.030,LE380,1965-07-20
HO1173,Stein,,2685054.482,1247785.651,LE380,1965-07-20
HO1175,Stein,,2685087.986,1247806.618,LE380,1965-07-20
HO1176,Stein,,2685123.634,1247776.029,LE380,1965-07-20
HO1179,Stein,,2685242.662,1247648.929,LE380,1965-07-20
HO1181,Stein,,2685270.224,1247673.001,LE380,1965-07-20
HO1182,Stein,,2685259.721,1247647.032,LE380,1965-07-20
HO1183,Stein,,2685272.876,1247620.467,LE428,1974-07-10
HO1184,Stein,,2685304.938,1247600.829,LE380,1965-07-20
HO1185,Stein,,2685310.688,1247634.369,LE380,1965-07-20
HO1187,Stein,,2685254.161,1247705.243,LE380,1965-07-20
HO1188,Stein,,2685281.809,1247728.610,LE380,1965-07-20
HO1189,Stein,,2685274.220,1247710.887,LE380,1965-07-20
HO1190,Stein,,2685315.613,1247704.424,LE380,1965-07-20
HO1191,Stein,,2685296.442,1247762.810,LE380,1965-07-20
HO1193,Stein,,2685275.832,1247774.355,LE380,1965-07-20
HO1194,Stein,,2685313.378,1247802.177,LE380,1965-07-20
HO1195,Stein,,2685301.699,1247849.489,LE380,1965-07-20
HO1198,Stein,,2685357.585,1247821.155,LE380,1965-07-20
HO1199,Stein,,2685382.594,1247850.808,LE380,1965-07-20
HO1200,Stein,,2685381.051,1247864.416,LE380,1965-07-20
HO1202,Stein,,2685375.982,1247868.588,LE380,1965-07-20
HO1203,Stein,,2685400.139,1247778.799,LE380,1965-07-20
HO1204,Stein,,2685418.640,1247753.154,LE380,1965-07-20
HO1205,Stein,,2685445.624,1247718.266,LE380,1965-07-20
HO1206,Stein,,2685446.104,1247812.052,LE380,1965-07-20
HO1207,Stein,,2685453.791,1247784.067,LE380,1965-07-20
HO1208,Stein,,2685391.497,1247722.153,LE380,1965-07-20
HO1209,Stein,,2685374.691,1247671.010,LE380,1965-07-20
HO1210,Stein,,2685197.540,1247765.426,LE380,1965-07-20
HO1211,Stein,,2685205.064,1247769.586,LE380,1965-07-20
HO1212,Stein,,2685209.407,1247775.626,LE380,1965-07-20
HO1213,Stein,,2685220.387,1247756.363,LE380,1965-07-20
HO1215,Stein,,2685218.181,1247825.879,LE380,1965-07-20
HO1216,Stein,,2685223.160,1247814.410,LE380,1965-07-20
HO1217,Stein,,2685245.737,1247805.306,LE380,1965-07-20
HO1220,Stein,,2685190.243,1247796.549,LE380,1965-07-20
HO1222,Stein,,2685274.401,1247829.070,LE380,1965-07-20
HO1224,Stein,,2685194.362,1247829.836,LE380,1965-07-20
HO1225,Stein,,2685184.727,1247818.871,LE380,1965-07-20
HO1228,Stein,,2687097.820,1248649.583,LE380,1965-07-20
HO1229,Stein,,2687057.041,1248595.547,LE380,1965-07-20
HO1233,Stein,,2684751.289,1247684.420,LE380,1965-07-20
HO1234,Stein,,2684776.414,1247627.931,LE380,1965-07-20
HO1239,Stein,,2684946.210,1247756.421,LE380,1965-07-20
HO1240,Stein,,2684894.851,1247709.771,LE380,1965-07-20
HO1241,Stein,,2684843.831,1247642.854,LE380,1965-07-20
HO1243,Stein,,2684816.333,1247692.908,LE380,1965-07-20
HO1250,Stein,,2684872.031,1247744.765,LE380,1965-07-20
HO1253,Stein,,2684879.850,1247499.980,LE380,1965-07-20
HO1255,Stein,,2684975.296,1247480.268,LE380,1965-07-20
HO1261,Stein,,2684951.079,1247288.331,LE380,1965-07-20
HO1262,Stein,,2684977.118,1247291.691,LE380,1965-07-20
HO1263,Stein,,2685045.379,1247288.512,LE380,1965-07-20
HO1264,Stein,,2685098.626,1247274.384,LE380,1965-07-20
HO1270,Stein,,2685107.506,1247454.659,LE380,1965-07-20
HO1271,Stein,,2685154.432,1247460.689,LE380,1965-07-20
HO1272,Stein,,2685192.956,1247484.390,LE380,1965-07-20
HO1273,Stein,,2685228.028,1247505.944,LE380,1965-07-20
HO1274,Stein,,2685276.891,1247534.225,LE380,1965-07-20
HO1279,Stein,,2685150.354,1247539.005,LE380,1965-07-20
HO1280,Stein,,2685058.984,1247595.972,LE380,1965-07-20
HO1283,Stein,,2685036.206,1247631.080,LE380,1965-07-20
HO1289,Stein,,2684990.063,1247656.008,LE380,1965-07-20
HO1294,Stein,,2685178.401,1247555.734,LE380,1965-07-20
HO1295,Stein,,2685184.384,1247508.707,LE380,1965-07-20
HO1296,Stein,,2685159.544,1247559.230,LE380,1965-07-20
HO1298,Stein,,2685165.974,1247616.415,LE380,1965-07-20
HO1301,Stein,,2685170.492,1247646.436,LE380,1965-07-20
HO1302,Stein,,2685167.139,1247646.732,LE380,1965-07-20
HO1303,Stein,,2685194.440,1247729.715,LE380,1965-07-20
HO1304,Stein,,2685160.482,1247582.664,LE380,1965-07-20
HO1306,Stein,,2685232.727,1247581.081,LE380,1965-07-20
HO1315,Stein,,2685292.745,1247579.105,LE380,1965-07-20
HO1317,Stein,,2685107.940,1247663.587,LE380,1965-07-20
HO1318,Stein,,2685147.975,1247701.665,LE380,1965-07-20
HO1319,Stein,,2685028.193,1247547.410,LE380,1965-07-20
HO1326,Stein,,2684884.913,1247560.808,LE380,1965-07-20
HO1328,Stein,,2684910.989,1247567.972,LE380,1965-07-20
HO1330,Stein,,2684940.287,1247590.511,LE380,1965-07-20
HO1336,Stein,,2684969.828,1247608.852,LE380,1965-07-20
HO1342,Stein,,2685009.986,1247593.575,LE380,1965-07-20
HO1347,Stein,,2684912.190,1247640.446,LE380,1965-07-20
HO1357,Stein,,2684852.012,1247549.324,LE380,1965-07-20
HO1358,Stein,,2684863.313,1247578.874,LE380,1965-07-20
HO1359,Stein,,2684881.580,1247590.401,LE380,1965-07-20
HO1384,Stein,,2685125.631,1247462.565,LE380,1965-07-20
HO1388,Stein,,2684940.653,1247338.113,LE380,1965-07-20
HO1393,Stein,,2685348.506,1247144.859,LE380,1965-07-20
HO1394,Stein,,2685346.042,1247146.131,LE380,1965-07-20
HO1395,Stein,,2685364.145,1247147.851,LE380,1965-07-20
HO1396,Stein,,2685424.226,1247169.328,LE380,1965-07-20
HO1397,Stein,,2685404.876,1247163.539,LE380,1965-07-20
HO1398,Stein,,2685459.279,1247186.846,LE380,1965-07-20
HO1399,Stein,,2685406.499,1247239.507,LE380,1965-07-20
HO1403,Stein,,2685370.962,1247278.733,LE380,1965-07-20
HO1410,Stein,,2685086.822,1247388.790,LE380,1965-07-20
HO1413,Stein,,2685070.172,1247378.415,LE380,1965-07-20
HO1416,Stein,,2685153.821,1247295.643,LE380,1965-07-20
HO1421,Stein,,2685022.465,1247351.383,LE380,1965-07-20
HO1422,Stein,,2685041.545,1247332.029,LE380,1965-07-20
HO1426,Stein,,2685037.118,1247335.956,LE380,1965-07-20
HO1430,Stein,,2685059.502,1247358.631,LE380,1965-07-20
HO1446,Stein,,2685215.547,1247380.806,LE380,1965-07-20
HO1448,Stein,,2685239.393,1247390.614,LE380,1965-07-20
HO1449,Stein,,2685255.943,1247389.667,LE380,1965-07-20
HO1455,Stein,,2685243.628,1247460.692,LE380,1965-07-20
HO1456,Stein,,2685249.032,1247455.021,LE380,1965-07-20
HO1461,Stein,,2685299.343,1247503.972,LE380,1965-07-20
HO1462,Stein,,2685291.942,1247495.360,LE380,1965-07-20
HO1472,Stein,,2685452.043,1247346.579,LE380,1965-07-20
HO1473,Stein,,2685423.255,1247332.190,LE380,1965-07-20
HO1474,Stein,,2685373.082,1247341.173,LE380,1965-07-20
HO1477,Stein,,2685000.519,1247295.240,LE380,1965-07-20
HO1480,Stein,,2685223.127,1247049.421,LE380,1965-07-20
HO1483,Stein,,2685258.725,1246892.421,LE380,1965-07-20
HO1490,Stein,,2685544.350,1246955.410,LE380,1965-07-20
HO1498,Stein,,2685870.702,1247132.094,LE380,1965-07-20
HO1506,Stein,,2685566.333,1247101.624,LE380,1965-07-20
HO1507,Stein,,2685593.033,1247064.788,LE380,1965-07-20
HO1508,Stein,,2685614.568,1247021.288,LE380,1965-07-20
HO1509,Stein,,2685634.937,1247330.135,LE380,1965-07-20
HO1510,Stein,,2685714.804,1247298.398,LE380,1965-07-20
HO1511,Stein,,2685736.218,1247234.157,LE380,1965-07-20
HO1512,Stein,,2685810.456,1247328.825,LE380,1965-07-20
HO1514,Stein,,2685768.033,1247117.478,LE380,1965-07-20
HO1515,Stein,,2685802.755,1247209.049,LE380,1965-07-20
HO1516,Stein,,2685847.703,1247235.856,LE380,1965-07-20
HO1517,Stein,,2685685.005,1247133.276,LE380,1965-07-20
HO1518,Stein,,2685623.544,1247120.785,LE380,1965-07-20
HO1520,Stein,,2685533.412,1247237.474,LE380,1965-07-20
HO1521,Stein,,2685616.081,1247186.750,LE380,1965-07-20
HO1522,Stein,,2685666.202,1247200.942,LE380,1965-07-20
HO1523,Stein,,2685705.092,1247216.150,LE380,1965-07-20
HO1544,Stein,,2685349.836,1246912.338,LE380,1965-07-20
HO1548,Stein,,2685126.429,1247149.485,LE380,1965-07-20
HO1550,Stein,,2684967.123,1247130.367,LE380,1965-07-20
HO1554,Stein,,2684759.679,1246958.377,LE380,1965-07-20
HO1558,Stein,,2685013.453,1246959.862,LE380,1965-07-20
HO1560,Stein,,2685054.193,1246972.350,LE380,1965-07-20
HO1578,Stein,,2685179.079,1247013.491,LE380,1965-07-20
HO1588,Stein,,2685161.035,1247228.168,LE380,1965-07-20
HO1612,Stein,,2685043.527,1247043.816,LE380,1965-07-20
HO1615,Stein,,2685080.283,1247027.981,LE380,1965-07-20
HO1617,Stein,,2685068.598,1246994.438,LE380,1965-07-20
HO1618,Stein,,2685070.281,1246984.921,LE380,1965-07-20
HO1620,Stein,,2685119.238,1247035.399,LE380,1965-07-20
HO1621,Stein,,2685099.704,1247032.405,LE380,1965-07-20
HO1623,Stein,,2685036.484,1246996.683,LE380,1965-07-20
HO1624,Stein,,2685043.993,1246998.102,LE380,1965-07-20
HO1626,Stein,,2685031.046,1246990.941,LE380,1965-07-20
HO1627,Stein,,2685030.833,1246988.282,LE380,1965-07-20
HO1644,Stein,,2685210.683,1246844.907,LE380,1965-07-20
HO1645,Stein,,2685193.439,1246886.004,LE380,1965-07-20
HO1651,Stein,,2685107.713,1246837.350,LE380,1965-07-20
HO1657,Stein,,2685061.564,1246953.566,LE380,1965-07-20
HO1676,Stein,,2685345.289,1246789.067,LE380,1965-07-20
HO1701,Stein,,2684963.683,1246727.319,LE380,1965-07-20
HO1703,Bolzen,,2685006.095,1246779.570,LE380,1965-07-20
HO1704,Stein,,2685040.166,1246802.862,LE380,1965-07-20
HO1705,Stein,,2685010.400,1246741.467,LE380,1965-07-20
HO1706,Stein,,2685031.665,1246727.889,LE380,1965-07-20
HO1707,Stein,,2685072.001,1246707.212,LE380,1965-07-20
HO1709,Stein,,2685047.159,1246746.286,LE380,1965-07-20
HO1711,Stein,,2685076.301,1246729.872,LE380,1965-07-20
HO1714,Stein,,2685083.067,1246719.224,LE380,1965-07-20
HO1716,Stein,,2685023.742,1246761.077,LE380,1965-07-20
HO1717,Stein,,2685023.630,1246714.951,LE380,1965-07-20
HO1718,Stein,,2685015.726,1246700.778,LE380,1965-07-20
HO1719,Stein,,2685000.132,1246729.107,LE380,1965-07-20
HO1720,Stein,,2685062.173,1246696.949,LE380,1965-07-20
HO1722,Stein,,2685046.698,1246699.708,LE380,1965-07-20
HO1723,Stein,,2684979.588,1246892.013,LE380,1965-07-20
HO1724,Stein,,2684941.919,1246869.921,LE380,1965-07-20
HO1725,Stein,,2684952.343,1246851.066,LE380,1965-07-20
HO1726,Stein,,2684943.138,1246845.698,LE380,1965-07-20
HO1736,Stein,,2684920.231,1246805.406,LE380,1965-07-20
HO1737,Stein,,2684897.058,1246770.303,LE380,1965-07-20
HO1738,Stein,,2684949.284,1246758.248,LE380,1965-07-20
HO1739,Stein,,2684877.192,1246784.008,LE380,1965-07-20
HO1740,Stein,,2684892.258,1246798.460,LE380,1965-07-20
HO1745,Stein,,2684843.153,1246853.023,LE380,1965-07-20
HO1750,Stein,,2684831.653,1246835.924,LE380,1965-07-20
HO1751,Stein,,2684777.782,1246933.968,LE380,1965-07-20
HO1752,Stein,,2684790.112,1246943.410,LE380,1965-07-20
HO1753,Stein,,2684796.180,1246913.275,LE380,1965-07-20
HO1754,Stein,,2684788.587,1246911.686,LE380,1965-07-20
HO1756,Stein,,2684794.687,1246904.449,LE380,1965-07-20
HO1760,Bolzen,,2684906.963,1246986.008,LE380,1965-07-20
HO1761,Stein,,2684945.640,1246941.660,LE380,1965-07-20
HO1765,Stein,,2684960.919,1247039.233,LE380,1965-07-20
HO1767,Stein,,2684990.845,1246952.111,LE380,1965-07-20
HO1768,Stein,,2684936.109,1247007.134,LE380,1965-07-20
HO1770,Stein,,2684967.893,1246991.397,LE380,1965-07-20
HO1771,Stein,,2684920.436,1247026.582,LE380,1965-07-20
HO1773,Stein,,2684911.192,1247031.455,LE380,1965-07-20
HO1774,Stein,,2684888.856,1247036.406,LE380,1965-07-20
HO1775,Stein,,2684990.171,1246947.647,LE380,1965-07-20
HO1776,Stein,,2684957.416,1247082.607,LE380,1965-07-20
HO1779,Stein,,2684949.276,1247068.380,LE380,1965-07-20
HO1785,Stein,,2684987.661,1247091.848,LE380,1965-07-20
HO1787,Bolzen,,2684988.759,1247114.952,LE380,1965-07-20
HO1789,Stein,,2685002.546,1247173.161,LE380,1965-07-20
HO1791,Stein,,2685057.059,1247250.418,LE380,1965-07-20
HO1792,Stein,,2685042.127,1247276.369,LE380,1965-07-20
HO1793,Stein,,2685015.147,1247258.229,LE380,1965-07-20
HO1794,Stein,,2684990.431,1247266.281,LE380,1965-07-20
HO1795,Stein,,2684996.784,1247257.220,LE380,1965-07-20
HO1797,Stein,,2684997.709,1247239.999,LE380,1965-07-20
HO1798,Stein,,2685017.620,1247252.017,LE380,1965-07-20
HO1803,Stein,,2684899.382,1247236.647,LE380,1965-07-20
HO1810,Stein,,2684692.940,1247044.451,LE380,1965-07-20
HO1811,Stein,,2684733.240,1247044.728,LE380,1965-07-20
HO1812,Stein,,2684676.923,1247100.815,LE380,1965-07-20
HO1813,Stein,,2684657.620,1247161.462,LE380,1965-07-20
HO1814,Stein,,2684632.712,1247223.783,LE380,1965-07-20
HO1815,Stein,,2684619.178,1247253.284,LE380,1965-07-20
HO1819,Stein,,2684736.497,1247016.081,LE380,1965-07-20
HO1821,Stein,,2684770.183,1247064.779,LE380,1965-07-20
HO1823,Stein,,2684803.318,1247112.493,LE380,1965-07-20
HO1825,Stein,,2684848.850,1247176.622,LE380,1965-07-20
HO1826,Stein,,2684880.223,1247213.521,LE380,1965-07-20
HO1829,Stein,,2684900.315,1247139.088,LE380,1965-07-20
HO1830,Stein,,2684903.201,1247142.737,LE380,1965-07-20
HO1834,Stein,,2684819.112,1247062.970,LE380,1965-07-20
HO1835,Stein,,2684825.265,1247056.469,LE380,1965-07-20
HO1837,Stein,,2684794.040,1247040.159,LE380,1965-07-20
HO1838,Stein,,2684800.778,1247033.033,LE380,1965-07-20
HO1840,Stein,,2684792.177,1247011.584,LE380,1965-07-20
HO1844,Stein,,2684795.426,1247006.531,LE380,1965-07-20
HO1850,Stein,,2684796.474,1247007.589,LE380,1965-07-20
HO1851,Stein,,2684906.714,1247288.257,LE380,1965-07-20
HO1855,Stein,,2684848.271,1247315.199,LE380,1965-07-20
HO1856,Stein,,2684771.514,1247334.487,LE380,1965-07-20
HO1865,Stein,,2684820.490,1247287.287,LE380,1965-07-20
HO1867,Stein,,2684844.334,1247243.594,LE380,1965-07-20
HO1868,Stein,,2684847.066,1247253.502,LE380,1965-07-20
HO1869,Stein,,2684808.713,1247225.947,LE380,1965-07-20
HO1870,Stein,,2684865.294,1247225.021,LE380,1965-07-20
HO1871,Stein,,2684864.961,1247234.174,LE380,1965-07-20
HO1872,Stein,,2684885.841,1247227.919,LE380,1965-07-20
HO1873,Stein,,2684832.529,1247190.618,LE380,1965-07-20
HO1875,Stein,,2684779.706,1247225.478,LE380,1965-07-20
HO1876,Stein,,2684801.776,1247188.546,LE380,1965-07-20
HO1878,Stein,,2684754.382,1247246.582,LE380,1965-07-20
HO1879,Stein,,2684753.334,1247253.058,LE380,1965-07-20
HO1882,Stein,,2684733.122,1247218.670,LE380,1965-07-20
HO1883,Stein,,2684748.886,1247197.692,LE380,1965-07-20
HO1885,Stein,,2684687.874,1247182.825,LE380,1965-07-20
HO1886,Stein,,2684736.475,1247171.345,LE380,1965-07-20
HO1887,Stein,,2684757.569,1247147.965,LE380,1965-07-20
HO1888,Stein,,2684775.691,1247170.907,LE380,1965-07-20
HO1889,Stein,,2684782.239,1247127.451,LE380,1965-07-20
HO1890,Stein,,2684756.228,1247087.904,LE380,1965-07-20
HO1891,Stein,,2684739.664,1247099.169,LE380,1965-07-20
HO1892,Stein,,2684747.063,1247103.668,LE380,1965-07-20
HO1893,Stein,,2684730.652,1247134.062,LE380,1965-07-20
HO1894,Stein,,2684706.858,1247152.163,LE380,1965-07-20
HO1896,Stein,,2684684.552,1247246.565,LE380,1965-07-20
HO1897,Stein,,2684666.136,1247253.649,LE380,1965-07-20
HO1898,Stein,,2684704.434,1247264.519,LE380,1965-07-20
HO1900,Stein,,2684658.295,1247235.076,LE380,1965-07-20
HO1901,Stein,,2684669.938,1247208.649,LE380,1965-07-20
HO1902,Bolzen,,2684660.360,1247247.731,LE380,1965-07-20
HO1906,Stein,,2684701.713,1247312.873,LE380,1965-07-20
HO1910,Stein,,2684833.142,1247411.239,LE380,1965-07-20
HO1911,Stein,,2684879.664,1247419.067,LE380,1965-07-20
HO1916,Stein,,2684815.996,1247363.463,LE380,1965-07-20
HO1917,Stein,,2684830.201,1247340.758,LE380,1965-07-20
HO1923,Stein,,2684824.266,1247344.763,LE380,1965-07-20
HO1929,Stein,,2684746.492,1247474.136,LE380,1965-07-20
HO1930,Stein,,2684776.937,1247520.387,LE380,1965-07-20
HO1938,Stein,,2684734.538,1247658.870,LE380,1965-07-20
HO1939,Stein,,2684732.706,1247681.927,LE380,1965-07-20
HO1948,Stein,,2684710.057,1247502.566,LE380,1965-07-20
HO1949,Stein,,2684710.781,1247713.855,LE380,1965-07-20
HO1952,Stein,,2684713.614,1247646.500,LE380,1965-07-20
HO1962,Stein,,2684651.801,1247561.682,LE380,1965-07-20
HO1963,Stein,,2684645.274,1247555.652,LE380,1965-07-20
HO1968,Stein,,2684755.462,1247596.364,LE380,1965-07-20
HO1969,Stein,,2684772.080,1247579.474,LE380,1965-07-20
HO1970,Stein,,2684771.650,1247581.700,LE380,1965-07-20
HO1973,Stein,,2684758.073,1247574.607,LE380,1965-07-20
HO1976,Stein,,2684736.566,1247550.033,LE380,1965-07-20
HO1983,Stein,,2684628.221,1247542.521,LE380,1965-07-20
HO2007,Stein,,2684288.014,1247272.451,LE380,1965-07-20
HO2012,Stein,,2684331.423,1247361.434,LE380,1965-07-20
HO2013,Stein,,2684367.679,1247385.930,LE380,1965-07-20
HO2016,Stein,,2684582.579,1247240.455,LE380,1965-07-20
HO2017,Stein,,2684535.606,1247232.717,LE380,1965-07-20
HO2018,Stein,,2684482.342,1247204.555,LE380,1965-07-20
HO2019,Bolzen,,2684452.242,1247173.461,LE380,1965-07-20
